endpoint,feature_count,model,fold,rows,mae,rmse,r2,pearson_r,spearman_r,observed_mean,predicted_mean
mainpeak_regression,5,mean_baseline,1,531,8.23777625130682,10.962781785706547,-0.00046959793601764055,,,75.99811676082862,76.23562676720076
mainpeak_regression,5,ridge,1,531,5.9153567949029515,8.393899642653182,0.41347044385876475,0.6536515207058313,0.6074457987198024,75.99811676082862,76.74311126015354
mainpeak_regression,5,elastic_net,1,531,5.942944523631251,8.41877967763425,0.4099882714270322,0.6498869244604049,0.6068039041090406,75.99811676082862,76.75394509324735
mainpeak_regression,5,lasso,1,531,5.917173301696819,8.396509422254724,0.413105666842978,0.6535025949706862,0.6072098009761306,75.99811676082862,76.7448585685883
mainpeak_regression,5,bayesian_ridge,1,531,5.9147391106360265,8.393412058452252,0.41353858244775454,0.6537325448928466,0.6077049791106262,75.99811676082862,76.7428642568764
mainpeak_regression,5,hist_gradient_boosting,1,531,4.472579574984892,6.576184571727699,0.6399934979250101,0.8008865326442411,0.750056909952963,75.99811676082862,76.27356675071081
mainpeak_regression,5,gradient_boosting,1,531,4.542809898459954,6.680678641750365,0.6284617596467987,0.7934951635024536,0.7450083265754782,75.99811676082862,76.28379360058415
mainpeak_regression,5,random_forest,1,531,4.524418859508654,6.6460275926639,0.6323059206528476,0.79561454312503,0.7465777511360341,75.99811676082862,76.20749891852437
mainpeak_regression,5,extra_trees,1,531,4.396324014714855,6.490329658271399,0.6493322158406236,0.8065726271672335,0.7549799748560871,75.99811676082862,76.34840962871611
mainpeak_regression,5,mean_baseline,2,531,8.027710772802546,10.938035187707635,-0.003781159391982314,,,76.72504708097928,76.05372290292178
mainpeak_regression,5,ridge,2,531,5.440269856821448,7.580757423254965,0.5178461851735319,0.7205300089105392,0.6591282142055672,76.72504708097928,76.404435523556
mainpeak_regression,5,elastic_net,2,531,5.442690159479148,7.581272776325132,0.5177806276359607,0.7212120657166505,0.659717291337517,76.72504708097928,76.38406571863499
mainpeak_regression,5,lasso,2,531,5.440946671827628,7.5813372764239135,0.5177724223304982,0.7204508806922886,0.6591000559496345,76.72504708097928,76.40552901121173
mainpeak_regression,5,bayesian_ridge,2,531,5.440311159470999,7.58092197626431,0.5178252530376332,0.7204972747998121,0.6591046687693385,76.72504708097928,76.40510971103853
mainpeak_regression,5,hist_gradient_boosting,2,531,4.4549147252353345,6.5733657616864,0.6374766335031872,0.7984395944900757,0.748319703626833,76.72504708097928,76.77895422336253
mainpeak_regression,5,gradient_boosting,2,531,4.5252256535218764,6.671104548653884,0.6266158302503518,0.7916588338586428,0.7259502579283822,76.72504708097928,76.7004077918275
mainpeak_regression,5,random_forest,2,531,4.494019160666848,6.597105348010828,0.6348534125996683,0.7969506014618306,0.7420511464832407,76.72504708097928,76.75732029013459
mainpeak_regression,5,extra_trees,2,531,4.512898543450534,6.624144661233914,0.631854052692677,0.7952547497988479,0.7403795828848495,76.72504708097928,76.71235718030458
mainpeak_regression,5,mean_baseline,3,531,8.403365513471106,11.125061854575337,-1.4311975826242218e-05,,,76.15442561205273,76.19651272384542
mainpeak_regression,5,ridge,3,531,5.556079290052942,7.420783770114815,0.555060562743712,0.7462539076434535,0.6802057171879841,76.15442561205273,75.78635399230215
mainpeak_regression,5,elastic_net,3,531,5.552386278597764,7.416376278402207,0.5555889394128501,0.7475292155735089,0.6823716982293991,76.15442561205273,75.77370893384757
mainpeak_regression,5,lasso,3,531,5.556928951152714,7.42118355874708,0.55501261995864,0.7462030108839589,0.6800350702141869,76.15442561205273,75.78729966215033
mainpeak_regression,5,bayesian_ridge,3,531,5.556182396472287,7.420990938736372,0.5550357193364859,0.7462204739923911,0.6802057171879841,76.15442561205273,75.7867079119389
mainpeak_regression,5,hist_gradient_boosting,3,531,4.188793266939539,6.124755082650014,0.6969049801816011,0.8362251871904418,0.7642745155459626,76.15442561205273,76.0484150026659
mainpeak_regression,5,gradient_boosting,3,531,4.326167950723166,6.38519506907847,0.6705802098948782,0.8204389105718642,0.7602222063212055,76.15442561205273,76.07065468596785
mainpeak_regression,5,random_forest,3,531,4.289712320725845,6.396138572291273,0.6694500656222704,0.8190625496453927,0.7557252421087648,76.15442561205273,76.11827724326994
mainpeak_regression,5,extra_trees,3,531,4.243438202267782,6.293267111366719,0.6799972742489733,0.8268433133184784,0.7621207029620508,76.15442561205273,76.06814416499824
mainpeak_regression,5,mean_baseline,4,530,8.51309112238822,11.051753939157495,-0.0005579521949399258,,,75.97924528301887,76.24022609514837
mainpeak_regression,5,ridge,4,530,5.487740199282009,7.386528985798786,0.5530482452171886,0.7437554670589478,0.6500212503126858,75.97924528301887,76.09363332318567
mainpeak_regression,5,elastic_net,4,530,5.486982968475161,7.384294262009966,0.5533186462756595,0.7439841488078789,0.6495523269677732,75.97924528301887,76.09632390478707
mainpeak_regression,5,lasso,4,530,5.490148809487123,7.388685009702918,0.5527872892782235,0.743583682829248,0.6500130221721075,75.97924528301887,76.0925619604375
mainpeak_regression,5,bayesian_ridge,4,530,5.487854544251238,7.386715088793227,0.5530257231075644,0.7437421264110977,0.6498126830826374,75.97924528301887,76.09355361095788
mainpeak_regression,5,hist_gradient_boosting,4,530,4.473462805808501,6.326103206467633,0.6721672176131129,0.8243264317732117,0.7560186527227679,75.97924528301887,75.59303967446895
mainpeak_regression,5,gradient_boosting,4,530,4.419578738719645,6.264855045674015,0.6784845200614615,0.8261499885703232,0.7595057691036544,75.97924528301887,75.64951320481967
