feature_set,model,fold,rows,failures,average_precision,pr_auc,roc_auc,brier_score,f1_score,recall_at_precision_25,recall_at_precision_50,recall_at_precision_75,precision_top_01,precision_top_05,precision_top_10,threshold_0_5_tn,threshold_0_5_fp,threshold_0_5_fn,threshold_0_5_tp
correlation_reduced,correlation_reduced_prevalence_baseline,1,531,32,0.060263653483992465,0.060263653483992465,0.5,0.0566329441652118,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.018518518518518517,499,0,32,0
correlation_reduced,correlation_reduced_logistic_l2_balanced,1,531,32,0.22076346956029,0.22076346956029,0.7422344689378757,0.1841399344626379,0.233502538071066,0.4375,0.0,0.0,0.0,0.37037037037037035,0.25925925925925924,357,142,9,23
correlation_reduced,correlation_reduced_logistic_l1_balanced,1,531,32,0.22815715701604097,0.22815715701604097,0.7464303607214429,0.18362092935951957,0.23115577889447236,0.46875,0.0,0.0,0.0,0.37037037037037035,0.2777777777777778,355,144,9,23
correlation_reduced,correlation_reduced_elastic_net_logistic,1,531,32,0.22195805812811692,0.22195805812811692,0.7427667835671343,0.1839562888277752,0.2358974358974359,0.4375,0.0,0.0,0.0,0.37037037037037035,0.25925925925925924,359,140,9,23
correlation_reduced,correlation_reduced_linear_svm_rbf_calibrated_probability,1,531,32,0.3102346776062695,0.3102346776062695,0.8132201903807615,0.051497712491108544,0.0,0.6875,0.21875,0.03125,0.5,0.3333333333333333,0.24074074074074073,499,0,32,0
correlation_reduced,correlation_reduced_hist_gradient_boosting,1,531,32,0.47178417824277513,0.47178417824277513,0.8201402805611222,0.042560781237896285,0.4583333333333333,0.78125,0.34375,0.28125,1.0,0.48148148148148145,0.2962962962962963,494,5,21,11
correlation_reduced,correlation_reduced_balanced_random_forest,1,531,32,0.4293890302999908,0.4293890302999908,0.8409005511022043,0.11570024047967399,0.3826086956521739,0.6875,0.3125,0.1875,0.8333333333333334,0.4074074074074074,0.3148148148148148,438,61,10,22
correlation_reduced,correlation_reduced_elastic_net_logistic_with_char_ngrams,1,531,32,0.2103370015784931,0.2103370015784931,0.7461172344689379,0.19255100616865115,0.2436548223350254,0.34375,0.0,0.0,0.0,0.3333333333333333,0.2222222222222222,358,141,8,24
correlation_reduced,correlation_reduced_lightgbm_balanced,1,531,32,0.4514190654504936,0.4514190654504936,0.8245240480961924,0.09212411959103359,0.41237113402061853,0.71875,0.34375,0.21875,0.8333333333333334,0.4444444444444444,0.35185185185185186,454,45,12,20
correlation_reduced,correlation_reduced_xgboost_weighted,1,531,32,0.41858159102661546,0.41858159102661546,0.8414954909819639,0.18981939554214478,0.2857142857142857,0.6875,0.375,0.15625,0.8333333333333334,0.48148148148148145,0.2962962962962963,369,130,5,27
correlation_reduced,correlation_reduced_prevalence_baseline,2,531,33,0.062146892655367235,0.062146892655367235,0.5,0.05828649291968898,0.0,0.0,0.0,0.0,0.0,0.07407407407407407,0.05555555555555555,498,0,33,0
correlation_reduced,correlation_reduced_logistic_l2_balanced,2,531,33,0.2759392838132794,0.2759392838132794,0.7005293902884265,0.17539079576269292,0.21176470588235294,0.3333333333333333,0.24242424242424243,0.18181818181818182,0.6666666666666666,0.3333333333333333,0.2222222222222222,379,119,15,18
correlation_reduced,correlation_reduced_logistic_l1_balanced,2,531,33,0.2857710307337933,0.2857710307337933,0.7255993671656322,0.17224584363442075,0.2222222222222222,0.3333333333333333,0.24242424242424243,0.18181818181818182,0.6666666666666666,0.2962962962962963,0.2037037037037037,379,119,14,19
correlation_reduced,correlation_reduced_elastic_net_logistic,2,531,33,0.2821765173209803,0.2821765173209803,0.7220700985761227,0.17362555845530084,0.21176470588235294,0.3333333333333333,0.24242424242424243,0.18181818181818182,0.6666666666666666,0.3333333333333333,0.2222222222222222,379,119,15,18
correlation_reduced,correlation_reduced_linear_svm_rbf_calibrated_probability,2,531,33,0.2593874286405884,0.2593874286405884,0.7174455397346964,0.05552141401726948,0.0,0.3939393939393939,0.21212121212121213,0.030303030303030304,0.3333333333333333,0.3333333333333333,0.24074074074074073,498,0,33,0
correlation_reduced,correlation_reduced_hist_gradient_boosting,2,531,33,0.33370399289317537,0.33370399289317537,0.7459839357429718,0.050412911289549285,0.23809523809523808,0.3939393939393939,0.24242424242424243,0.15151515151515152,0.8333333333333334,0.3333333333333333,0.24074074074074073,494,4,28,5
correlation_reduced,correlation_reduced_balanced_random_forest,2,531,33,0.29645195091918136,0.29645195091918136,0.7330230010952903,0.11135487599669504,0.3269230769230769,0.3333333333333333,0.2727272727272727,0.09090909090909091,0.5,0.3333333333333333,0.2037037037037037,444,54,16,17
correlation_reduced,correlation_reduced_elastic_net_logistic_with_char_ngrams,2,531,33,0.3087409464188563,0.3087409464188563,0.6903066812705367,0.17666734107727788,0.20408163265306123,0.24242424242424243,0.24242424242424243,0.15151515151515152,0.8333333333333334,0.2962962962962963,0.2037037037037037,355,143,13,20
correlation_reduced,correlation_reduced_lightgbm_balanced,2,531,33,0.3348063429166017,0.3348063429166017,0.7207922599488864,0.09644651702955921,0.28888888888888886,0.3939393939393939,0.2727272727272727,0.15151515151515152,0.8333333333333334,0.48148148148148145,0.24074074074074073,454,44,20,13
