endpoint,feature_count,model,fold,rows,failures,average_precision,pr_auc,roc_auc,brier_score,f1_score,recall_at_precision_25,recall_at_precision_50,recall_at_precision_75,precision_top_01,precision_top_05,precision_top_10,threshold_0_5_tn,threshold_0_5_fp,threshold_0_5_fn,threshold_0_5_tp
pass_fail,3,prevalence_baseline,1,529,17,0.03213610586011342,0.03213610586011342,0.5,0.031103585579788588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512,0,17,0
pass_fail,3,logistic_l2_balanced,1,529,17,0.05000998792785655,0.05000998792785655,0.5766314338235294,0.25279246755448037,0.07954545454545454,0.0,0.0,0.0,0.0,0.07407407407407407,0.05660377358490566,360,152,10,7
pass_fail,3,logistic_l1_balanced,1,529,17,0.049564474557175164,0.049564474557175164,0.5704273897058825,0.2532778132879316,0.08791208791208792,0.0,0.0,0.0,0.0,0.07407407407407407,0.05660377358490566,355,157,9,8
pass_fail,3,elastic_net_logistic,1,529,17,0.039541016826236175,0.039541016826236175,0.44439338235294124,0.23913780143563326,0.06299212598425197,0.0,0.0,0.0,0.0,0.07407407407407407,0.03773584905660377,406,106,13,4
pass_fail,3,linear_svm_rbf_calibrated_probability,1,529,17,0.04373096870262187,0.04373096870262187,0.5392922794117647,0.031176916704825287,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.03773584905660377,512,0,17,0
pass_fail,3,hist_gradient_boosting,1,529,17,0.08404050956396072,0.08404050956396072,0.5962775735294117,0.030982043550363395,0.0,0.0,0.0,0.0,0.0,0.18518518518518517,0.09433962264150944,511,1,17,0
pass_fail,3,balanced_random_forest,1,529,17,0.06306003452810967,0.06306003452810967,0.5303883272058824,0.15520071467769436,0.08064516129032258,0.0,0.0,0.0,0.16666666666666666,0.14814814814814814,0.09433962264150944,410,102,12,5
pass_fail,3,lightgbm_balanced,1,529,17,0.08574585849012319,0.08574585849012319,0.6136833639705882,0.15145228343178557,0.10810810810810811,0.0,0.0,0.0,0.16666666666666666,0.14814814814814814,0.09433962264150944,389,123,9,8
pass_fail,3,xgboost_weighted,1,529,17,0.09244785821310741,0.09244785821310741,0.5726677389705882,0.17377859354019165,0.1,0.058823529411764705,0.0,0.0,0.16666666666666666,0.14814814814814814,0.11320754716981132,396,116,10,7
pass_fail,3,prevalence_baseline,2,530,18,0.033962264150943396,0.033962264150943396,0.5,0.032812163618788116,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.03773584905660377,512,0,18,0
pass_fail,3,logistic_l2_balanced,2,530,18,0.034077920202484305,0.034077920202484305,0.4798177083333333,0.2431630384293089,0.060240963855421686,0.0,0.0,0.0,0.0,0.0,0.03773584905660377,369,143,13,5
pass_fail,3,logistic_l1_balanced,2,530,18,0.03425721947986246,0.03425721947986246,0.4827473958333333,0.24360876018565591,0.060240963855421686,0.0,0.0,0.0,0.0,0.0,0.03773584905660377,369,143,13,5
pass_fail,3,elastic_net_logistic,2,530,18,0.03046233523356917,0.03046233523356917,0.42708333333333337,0.31407047483291606,0.047058823529411764,0.0,0.0,0.0,0.0,0.0,0.03773584905660377,281,231,12,6
pass_fail,3,linear_svm_rbf_calibrated_probability,2,530,18,0.04484945099986328,0.04484945099986328,0.48274739583333337,0.0328317196066996,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.05660377358490566,512,0,18,0
pass_fail,3,hist_gradient_boosting,2,530,18,0.07804660399881143,0.07804660399881143,0.5980902777777778,0.03395547097203576,0.0,0.0,0.0,0.0,0.0,0.18518518518518517,0.11320754716981132,511,1,18,0
pass_fail,3,balanced_random_forest,2,530,18,0.07643579590446255,0.07643579590446255,0.6153428819444444,0.1520524595529028,0.13333333333333333,0.0,0.0,0.0,0.0,0.14814814814814814,0.09433962264150944,460,52,13,5
pass_fail,3,lightgbm_balanced,2,530,18,0.07588160083023332,0.07588160083023332,0.59521484375,0.159579491445311,0.10843373493975904,0.05555555555555555,0.0,0.0,0.16666666666666666,0.14814814814814814,0.07547169811320754,373,139,9,9
pass_fail,3,xgboost_weighted,2,530,18,0.06916276161799707,0.06916276161799707,0.6091579861111112,0.18161270022392273,0.1125,0.0,0.0,0.0,0.0,0.14814814814814814,0.09433962264150944,379,133,9,9
pass_fail,3,prevalence_baseline,3,529,17,0.03213610586011342,0.03213610586011342,0.5,0.031103585579788588,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.03773584905660377,512,0,17,0
pass_fail,3,logistic_l2_balanced,3,529,17,0.08321537734706878,0.08321537734706878,0.6351677389705883,0.24856420447478483,0.10285714285714286,0.0,0.0,0.0,0.0,0.1111111111111111,0.09433962264150944,363,149,8,9
pass_fail,3,logistic_l1_balanced,3,529,17,0.08520399451837168,0.08520399451837168,0.6357996323529411,0.24902319397560704,0.10285714285714286,0.0,0.0,0.0,0.0,0.1111111111111111,0.09433962264150944,363,149,8,9
pass_fail,3,elastic_net_logistic,3,529,17,0.0835586742134526,0.0835586742134526,0.6358570772058822,0.24856524954940312,0.10285714285714286,0.0,0.0,0.0,0.0,0.1111111111111111,0.09433962264150944,363,149,8,9
