feature,iteration,rf_rank,permutation_rank,combined_rank,selected
decorated_length,1,23.0,13.0,18.0,True
token_length,1,49.0,161.0,105.0,False
base_length,1,34.0,161.0,97.5,False
unknown_char_count,1,145.5,161.0,153.25,False
unknown_char_fraction,1,145.5,161.0,153.25,False
slash_mod_count,1,93.0,161.0,127.0,False
has_slash_mod,1,114.0,161.0,137.5,False
star_count,1,96.0,161.0,128.5,False
star_density,1,58.0,161.0,109.5,False
terminal_star_count,1,145.5,161.0,153.25,False
mod_density_5p,1,91.0,161.0,126.0,False
mod_density_middle,1,57.0,161.0,109.0,False
mod_density_3p,1,33.0,161.0,97.0,False
gc_fraction,1,43.0,161.0,102.0,False
au_fraction,1,21.0,2.0,11.5,True
purine_fraction,1,30.0,161.0,95.5,False
pyrimidine_fraction,1,37.0,161.0,99.0,False
terminal_gc_count,1,50.0,161.0,105.5,False
longest_homopolymer_run,1,112.0,161.0,136.5,False
longest_gc_run,1,68.0,161.0,114.5,False
max_gc_window_10,1,83.0,161.0,122.0,False
repeated_dinucleotide_count,1,2.0,21.0,11.5,True
longest_star_run,1,145.5,161.0,153.25,False
longest_slash_mod_run,1,97.0,161.0,129.0,False
longest_methyl_run,1,87.0,161.0,124.0,False
longest_lna_run,1,145.5,161.0,153.25,False
longest_rna_run,1,39.0,161.0,100.0,False
longest_modified_token_run,1,92.0,161.0,126.5,False
base_A_count,1,5.0,20.0,12.5,True
base_A_fraction,1,46.0,161.0,103.5,False
base_C_count,1,42.0,161.0,101.5,False
base_C_fraction,1,16.0,24.0,20.0,True
base_G_count,1,12.0,23.0,17.5,True
base_G_fraction,1,25.0,12.0,18.5,True
base_U_count,1,9.0,4.0,6.5,True
base_U_fraction,1,4.0,11.0,7.5,True
base_T_count,1,7.0,10.0,8.5,True
base_T_fraction,1,15.0,14.0,14.5,True
token_rA_count,1,52.0,161.0,106.5,False
token_rA_fraction,1,14.0,19.0,16.5,True
longest_rA_run,1,88.0,161.0,124.5,False
token_rC_count,1,35.0,161.0,98.0,False
token_rC_fraction,1,1.0,25.0,13.0,True
longest_rC_run,1,89.0,161.0,125.0,False
token_rG_count,1,19.0,16.0,17.5,True
token_rG_fraction,1,13.0,22.0,17.5,True
longest_rG_run,1,79.0,161.0,120.0,False
token_rU_count,1,38.0,161.0,99.5,False
token_rU_fraction,1,47.0,161.0,104.0,False
longest_rU_run,1,99.0,161.0,130.0,False
token_mA_count,1,81.0,161.0,121.0,False
token_mA_fraction,1,71.0,161.0,116.0,False
longest_mA_run,1,101.0,161.0,131.0,False
token_mC_count,1,63.0,161.0,112.0,False
token_mC_fraction,1,67.0,161.0,114.0,False
longest_mC_run,1,120.0,161.0,140.5,False
token_mG_count,1,59.0,161.0,110.0,False
token_mG_fraction,1,77.0,161.0,119.0,False
longest_mG_run,1,75.0,161.0,118.0,False
token_mU_count,1,82.0,161.0,121.5,False
token_mU_fraction,1,24.0,3.0,13.5,True
longest_mU_run,1,126.0,161.0,143.5,False
token_lA_count,1,107.0,161.0,134.0,False
token_lA_fraction,1,145.5,161.0,153.25,False
longest_lA_run,1,145.5,161.0,153.25,False
token_lC_count,1,145.5,161.0,153.25,False
token_lC_fraction,1,145.5,161.0,153.25,False
longest_lC_run,1,145.5,161.0,153.25,False
token_lG_count,1,145.5,161.0,153.25,False
token_lG_fraction,1,104.0,161.0,132.5,False
longest_lG_run,1,145.5,161.0,153.25,False
token_lU_count,1,145.5,161.0,153.25,False
token_lU_fraction,1,145.5,161.0,153.25,False
longest_lU_run,1,145.5,161.0,153.25,False
token_lT_count,1,145.5,161.0,153.25,False
token_lT_fraction,1,145.5,161.0,153.25,False
longest_lT_run,1,109.0,161.0,135.0,False
star_first_position,1,145.5,161.0,153.25,False
star_last_position,1,48.0,161.0,104.5,False
star_mean_position,1,8.0,1.0,4.5,True
star_position_std,1,3.0,18.0,10.5,True
star_first_fraction,1,61.0,161.0,111.0,False
star_last_fraction,1,26.0,161.0,93.5,False
star_mean_fraction,1,11.0,6.0,8.5,True
star_span_fraction,1,69.0,161.0,115.0,False
star_count_5p,1,106.0,161.0,133.5,False
star_count_middle,1,55.0,161.0,108.0,False
star_count_3p,1,145.5,161.0,153.25,False
star_density_5p,1,103.0,161.0,132.0,False
star_density_middle,1,86.0,161.0,123.5,False
star_density_3p,1,62.0,161.0,111.5,False
slash_mod_first_position,1,108.0,161.0,134.5,False
slash_mod_last_position,1,72.0,161.0,116.5,False
slash_mod_mean_position,1,74.0,161.0,117.5,False
slash_mod_position_std,1,123.0,161.0,142.0,False
slash_mod_first_fraction,1,95.0,161.0,128.0,False
slash_mod_last_fraction,1,113.0,161.0,137.0,False
slash_mod_mean_fraction,1,78.0,161.0,119.5,False
slash_mod_span_fraction,1,116.0,161.0,138.5,False
slash_mod_count_5p,1,118.0,161.0,139.5,False
slash_mod_count_middle,1,145.5,161.0,153.25,False
slash_mod_count_3p,1,100.0,161.0,130.5,False
slash_mod_density_5p,1,129.0,161.0,145.0,False
slash_mod_density_middle,1,125.0,161.0,143.0,False
slash_mod_density_3p,1,128.0,161.0,144.5,False
methyl_first_position,1,145.5,161.0,153.25,False
methyl_last_position,1,76.0,161.0,118.5,False
methyl_mean_position,1,36.0,161.0,98.5,False
methyl_position_std,1,60.0,161.0,110.5,False
methyl_first_fraction,1,145.5,161.0,153.25,False
methyl_last_fraction,1,94.0,161.0,127.5,False
methyl_mean_fraction,1,6.0,5.0,5.5,True
methyl_span_fraction,1,98.0,161.0,129.5,False
methyl_count_5p,1,119.0,161.0,140.0,False
methyl_count_middle,1,115.0,161.0,138.0,False
methyl_count_3p,1,84.0,161.0,122.5,False
methyl_density_5p,1,66.0,161.0,113.5,False
methyl_density_middle,1,121.0,161.0,141.0,False
methyl_density_3p,1,17.0,7.0,12.0,True
lna_first_position,1,145.5,161.0,153.25,False
lna_last_position,1,145.5,161.0,153.25,False
lna_mean_position,1,145.5,161.0,153.25,False
lna_position_std,1,145.5,161.0,153.25,False
lna_first_fraction,1,111.0,161.0,136.0,False
lna_last_fraction,1,105.0,161.0,133.0,False
lna_mean_fraction,1,145.5,161.0,153.25,False
lna_span_fraction,1,110.0,161.0,135.5,False
lna_count_5p,1,145.5,161.0,153.25,False
lna_count_middle,1,145.5,161.0,153.25,False
lna_count_3p,1,145.5,161.0,153.25,False
lna_density_5p,1,145.5,161.0,153.25,False
lna_density_middle,1,90.0,161.0,125.5,False
lna_density_3p,1,145.5,161.0,153.25,False
rna_first_position,1,102.0,161.0,131.5,False
rna_last_position,1,45.0,161.0,103.0,False
rna_mean_position,1,44.0,161.0,102.5,False
rna_position_std,1,18.0,8.0,13.0,True
rna_first_fraction,1,22.0,9.0,15.5,True
rna_last_fraction,1,53.0,161.0,107.0,False
rna_mean_fraction,1,32.0,161.0,96.5,False
rna_span_fraction,1,27.0,161.0,94.0,False
rna_count_5p,1,70.0,161.0,115.5,False
rna_count_middle,1,40.0,161.0,100.5,False
rna_count_3p,1,73.0,161.0,117.0,False
rna_density_5p,1,20.0,17.0,18.5,True
rna_density_middle,1,64.0,161.0,112.5,False
rna_density_3p,1,31.0,161.0,96.0,False
modified_token_first_position,1,124.0,161.0,142.5,False
modified_token_last_position,1,65.0,161.0,113.0,False
modified_token_mean_position,1,41.0,161.0,101.0,False
modified_token_position_std,1,29.0,161.0,95.0,False
modified_token_first_fraction,1,127.0,161.0,144.0,False
modified_token_last_fraction,1,122.0,161.0,141.5,False
modified_token_mean_fraction,1,28.0,161.0,94.5,False
modified_token_span_fraction,1,56.0,161.0,108.5,False
modified_token_count_5p,1,117.0,161.0,139.0,False
modified_token_count_middle,1,54.0,161.0,107.5,False
modified_token_count_3p,1,51.0,161.0,106.0,False
modified_token_density_5p,1,80.0,161.0,120.5,False
modified_token_density_middle,1,85.0,161.0,123.0,False
modified_token_density_3p,1,10.0,15.0,12.5,True
decorated_length,2,56.0,161.0,108.5,False
token_length,2,91.0,161.0,126.0,False
base_length,2,105.0,161.0,133.0,False
unknown_char_count,2,150.0,161.0,155.5,False
unknown_char_fraction,2,150.0,161.0,155.5,False
slash_mod_count,2,75.0,161.0,118.0,False
has_slash_mod,2,128.0,161.0,144.5,False
star_count,2,90.0,161.0,125.5,False
star_density,2,79.0,161.0,120.0,False
terminal_star_count,2,150.0,161.0,155.5,False
mod_density_5p,2,59.0,161.0,110.0,False
mod_density_middle,2,22.0,9.0,15.5,True
mod_density_3p,2,69.0,161.0,115.0,False
gc_fraction,2,16.0,24.0,20.0,True
au_fraction,2,13.0,2.0,7.5,True
purine_fraction,2,2.0,22.0,12.0,True
pyrimidine_fraction,2,12.0,12.0,12.0,True
terminal_gc_count,2,67.0,161.0,114.0,False
longest_homopolymer_run,2,121.0,161.0,141.0,False
longest_gc_run,2,29.0,161.0,95.0,False
max_gc_window_10,2,115.0,161.0,138.0,False
repeated_dinucleotide_count,2,1.0,18.0,9.5,True
longest_star_run,2,137.0,161.0,149.0,False
longest_slash_mod_run,2,101.0,161.0,131.0,False
longest_methyl_run,2,104.0,161.0,132.5,False
longest_lna_run,2,111.0,161.0,136.0,False
longest_rna_run,2,41.0,161.0,101.0,False
longest_modified_token_run,2,130.0,161.0,145.5,False
base_A_count,2,33.0,161.0,97.0,False
base_A_fraction,2,8.0,20.0,14.0,True
base_C_count,2,27.0,161.0,94.0,False
base_C_fraction,2,10.0,10.0,10.0,True
base_G_count,2,52.0,161.0,106.5,False
base_G_fraction,2,6.0,1.0,3.5,True
base_U_count,2,47.0,161.0,104.0,False
base_U_fraction,2,20.0,3.0,11.5,True
base_T_count,2,18.0,7.0,12.5,True
base_T_fraction,2,7.0,17.0,12.0,True
token_rA_count,2,21.0,8.0,14.5,True
token_rA_fraction,2,23.0,19.0,21.0,False
longest_rA_run,2,116.0,161.0,138.5,False
token_rC_count,2,39.0,161.0,100.0,False
token_rC_fraction,2,5.0,5.0,5.0,True
longest_rC_run,2,132.0,161.0,146.5,False
token_rG_count,2,34.0,161.0,97.5,False
token_rG_fraction,2,3.0,14.0,8.5,True
longest_rG_run,2,57.0,161.0,109.0,False
token_rU_count,2,31.0,161.0,96.0,False
token_rU_fraction,2,11.0,15.0,13.0,True
longest_rU_run,2,68.0,161.0,114.5,False
token_mA_count,2,86.0,161.0,123.5,False
token_mA_fraction,2,17.0,21.0,19.0,True
longest_mA_run,2,117.0,161.0,139.0,False
token_mC_count,2,19.0,23.0,21.0,False
token_mC_fraction,2,4.0,25.0,14.5,True
longest_mC_run,2,51.0,161.0,106.0,False
token_mG_count,2,87.0,161.0,124.0,False
token_mG_fraction,2,26.0,161.0,93.5,False
longest_mG_run,2,83.0,161.0,122.0,False
token_mU_count,2,53.0,161.0,107.0,False
token_mU_fraction,2,9.0,16.0,12.5,True
longest_mU_run,2,136.0,161.0,148.5,False
token_lA_count,2,109.0,161.0,135.0,False
token_lA_fraction,2,150.0,161.0,155.5,False
longest_lA_run,2,123.0,161.0,142.0,False
token_lC_count,2,150.0,161.0,155.5,False
token_lC_fraction,2,150.0,161.0,155.5,False
longest_lC_run,2,150.0,161.0,155.5,False
token_lG_count,2,150.0,161.0,155.5,False
token_lG_fraction,2,133.0,161.0,147.0,False
longest_lG_run,2,127.0,161.0,144.0,False
token_lU_count,2,150.0,161.0,155.5,False
token_lU_fraction,2,150.0,161.0,155.5,False
longest_lU_run,2,150.0,161.0,155.5,False
token_lT_count,2,150.0,161.0,155.5,False
token_lT_fraction,2,122.0,161.0,141.5,False
longest_lT_run,2,150.0,161.0,155.5,False
star_first_position,2,150.0,161.0,155.5,False
star_last_position,2,78.0,161.0,119.5,False
star_mean_position,2,72.0,161.0,116.5,False
star_position_std,2,15.0,13.0,14.0,True
star_first_fraction,2,58.0,161.0,109.5,False
star_last_fraction,2,80.0,161.0,120.5,False
star_mean_fraction,2,84.0,161.0,122.5,False
star_span_fraction,2,54.0,161.0,107.5,False
star_count_5p,2,129.0,161.0,145.0,False
star_count_middle,2,96.0,161.0,128.5,False
star_count_3p,2,150.0,161.0,155.5,False
star_density_5p,2,74.0,161.0,117.5,False
star_density_middle,2,134.0,161.0,147.5,False
star_density_3p,2,77.0,161.0,119.0,False
slash_mod_first_position,2,64.0,161.0,112.5,False
slash_mod_last_position,2,45.0,161.0,103.0,False
slash_mod_mean_position,2,61.0,161.0,111.0,False
slash_mod_position_std,2,100.0,161.0,130.5,False
slash_mod_first_fraction,2,43.0,161.0,102.0,False
slash_mod_last_fraction,2,38.0,161.0,99.5,False
slash_mod_mean_fraction,2,94.0,161.0,127.5,False
slash_mod_span_fraction,2,107.0,161.0,134.0,False
slash_mod_count_5p,2,150.0,161.0,155.5,False
slash_mod_count_middle,2,60.0,161.0,110.5,False
slash_mod_count_3p,2,82.0,161.0,121.5,False
slash_mod_density_5p,2,126.0,161.0,143.5,False
slash_mod_density_middle,2,93.0,161.0,127.0,False
slash_mod_density_3p,2,73.0,161.0,117.0,False
methyl_first_position,2,150.0,161.0,155.5,False
methyl_last_position,2,62.0,161.0,111.5,False
methyl_mean_position,2,49.0,161.0,105.0,False
methyl_position_std,2,25.0,6.0,15.5,True
methyl_first_fraction,2,150.0,161.0,155.5,False
methyl_last_fraction,2,103.0,161.0,132.0,False
methyl_mean_fraction,2,81.0,161.0,121.0,False
methyl_span_fraction,2,99.0,161.0,130.0,False
methyl_count_5p,2,89.0,161.0,125.0,False
methyl_count_middle,2,118.0,161.0,139.5,False
methyl_count_3p,2,76.0,161.0,118.5,False
methyl_density_5p,2,55.0,161.0,108.0,False
methyl_density_middle,2,135.0,161.0,148.0,False
methyl_density_3p,2,98.0,161.0,129.5,False
lna_first_position,2,150.0,161.0,155.5,False
lna_last_position,2,124.0,161.0,142.5,False
lna_mean_position,2,92.0,161.0,126.5,False
lna_position_std,2,120.0,161.0,140.5,False
lna_first_fraction,2,108.0,161.0,134.5,False
lna_last_fraction,2,119.0,161.0,140.0,False
lna_mean_fraction,2,106.0,161.0,133.5,False
lna_span_fraction,2,112.0,161.0,136.5,False
lna_count_5p,2,150.0,161.0,155.5,False
lna_count_middle,2,88.0,161.0,124.5,False
lna_count_3p,2,150.0,161.0,155.5,False
lna_density_5p,2,150.0,161.0,155.5,False
lna_density_middle,2,110.0,161.0,135.5,False
lna_density_3p,2,150.0,161.0,155.5,False
rna_first_position,2,95.0,161.0,128.0,False
rna_last_position,2,50.0,161.0,105.5,False
rna_mean_position,2,35.0,161.0,98.0,False
rna_position_std,2,36.0,161.0,98.5,False
rna_first_fraction,2,113.0,161.0,137.0,False
rna_last_fraction,2,125.0,161.0,143.0,False
rna_mean_fraction,2,46.0,161.0,103.5,False
rna_span_fraction,2,30.0,161.0,95.5,False
rna_count_5p,2,66.0,161.0,113.5,False
rna_count_middle,2,44.0,161.0,102.5,False
rna_count_3p,2,48.0,161.0,104.5,False
rna_density_5p,2,63.0,161.0,112.0,False
rna_density_middle,2,14.0,4.0,9.0,True
rna_density_3p,2,65.0,161.0,113.0,False
modified_token_first_position,2,131.0,161.0,146.0,False
modified_token_last_position,2,102.0,161.0,131.5,False
modified_token_mean_position,2,32.0,161.0,96.5,False
modified_token_position_std,2,37.0,161.0,99.0,False
modified_token_first_fraction,2,138.0,161.0,149.5,False
modified_token_last_fraction,2,114.0,161.0,137.5,False
modified_token_mean_fraction,2,24.0,11.0,17.5,True
modified_token_span_fraction,2,85.0,161.0,123.0,False
modified_token_count_5p,2,97.0,161.0,129.0,False
modified_token_count_middle,2,40.0,161.0,100.5,False
modified_token_count_3p,2,71.0,161.0,116.0,False
modified_token_density_5p,2,42.0,161.0,101.5,False
modified_token_density_middle,2,28.0,161.0,94.5,False
modified_token_density_3p,2,70.0,161.0,115.5,False
decorated_length,3,50.0,161.0,105.5,False
token_length,3,53.0,161.0,107.0,False
base_length,3,18.0,6.0,12.0,True
unknown_char_count,3,142.0,161.0,151.5,False
unknown_char_fraction,3,142.0,161.0,151.5,False
slash_mod_count,3,115.0,161.0,138.0,False
has_slash_mod,3,104.0,161.0,132.5,False
star_count,3,106.0,161.0,133.5,False
star_density,3,66.0,161.0,113.5,False
terminal_star_count,3,142.0,161.0,151.5,False
mod_density_5p,3,40.0,161.0,100.5,False
mod_density_middle,3,103.0,161.0,132.0,False
mod_density_3p,3,67.0,161.0,114.0,False
gc_fraction,3,22.0,15.0,18.5,True
au_fraction,3,27.0,161.0,94.0,False
purine_fraction,3,10.0,17.0,13.5,True
pyrimidine_fraction,3,15.0,14.0,14.5,True
terminal_gc_count,3,56.0,161.0,108.5,False
longest_homopolymer_run,3,78.0,161.0,119.5,False
longest_gc_run,3,83.0,161.0,122.0,False
max_gc_window_10,3,52.0,161.0,106.5,False
repeated_dinucleotide_count,3,1.0,23.0,12.0,True
longest_star_run,3,142.0,161.0,151.5,False
longest_slash_mod_run,3,116.0,161.0,138.5,False
longest_methyl_run,3,94.0,161.0,127.5,False
longest_lna_run,3,142.0,161.0,151.5,False
longest_rna_run,3,57.0,161.0,109.0,False
longest_modified_token_run,3,82.0,161.0,121.5,False
base_A_count,3,41.0,161.0,101.0,False
base_A_fraction,3,34.0,161.0,97.5,False
base_C_count,3,6.0,22.0,14.0,True
base_C_fraction,3,13.0,10.0,11.5,True
base_G_count,3,20.0,20.0,20.0,True
base_G_fraction,3,39.0,161.0,100.0,False
base_U_count,3,3.0,18.0,10.5,True
base_U_fraction,3,12.0,9.0,10.5,True
base_T_count,3,5.0,5.0,5.0,True
base_T_fraction,3,8.0,11.0,9.5,True
token_rA_count,3,44.0,161.0,102.5,False
token_rA_fraction,3,25.0,2.0,13.5,True
longest_rA_run,3,55.0,161.0,108.0,False
token_rC_count,3,4.0,16.0,10.0,True
token_rC_fraction,3,2.0,25.0,13.5,True
longest_rC_run,3,92.0,161.0,126.5,False
token_rG_count,3,31.0,161.0,96.0,False
token_rG_fraction,3,11.0,24.0,17.5,True
longest_rG_run,3,87.0,161.0,124.0,False
token_rU_count,3,19.0,3.0,11.0,True
token_rU_fraction,3,36.0,161.0,98.5,False
longest_rU_run,3,23.0,1.0,12.0,True
token_mA_count,3,59.0,161.0,110.0,False
token_mA_fraction,3,69.0,161.0,115.0,False
longest_mA_run,3,90.0,161.0,125.5,False
token_mC_count,3,70.0,161.0,115.5,False
token_mC_fraction,3,26.0,161.0,93.5,False
longest_mC_run,3,89.0,161.0,125.0,False
token_mG_count,3,68.0,161.0,114.5,False
token_mG_fraction,3,60.0,161.0,110.5,False
longest_mG_run,3,99.0,161.0,130.0,False
token_mU_count,3,72.0,161.0,116.5,False
token_mU_fraction,3,47.0,161.0,104.0,False
longest_mU_run,3,109.0,161.0,135.0,False
token_lA_count,3,142.0,161.0,151.5,False
token_lA_fraction,3,142.0,161.0,151.5,False
longest_lA_run,3,142.0,161.0,151.5,False
token_lC_count,3,142.0,161.0,151.5,False
token_lC_fraction,3,142.0,161.0,151.5,False
longest_lC_run,3,142.0,161.0,151.5,False
token_lG_count,3,142.0,161.0,151.5,False
token_lG_fraction,3,142.0,161.0,151.5,False
longest_lG_run,3,142.0,161.0,151.5,False
token_lU_count,3,142.0,161.0,151.5,False
token_lU_fraction,3,142.0,161.0,151.5,False
longest_lU_run,3,142.0,161.0,151.5,False
token_lT_count,3,142.0,161.0,151.5,False
token_lT_fraction,3,142.0,161.0,151.5,False
longest_lT_run,3,142.0,161.0,151.5,False
star_first_position,3,122.0,161.0,141.5,False
star_last_position,3,71.0,161.0,116.0,False
star_mean_position,3,43.0,161.0,102.0,False
star_position_std,3,42.0,161.0,101.5,False
star_first_fraction,3,54.0,161.0,107.5,False
star_last_fraction,3,33.0,161.0,97.0,False
star_mean_fraction,3,77.0,161.0,119.0,False
star_span_fraction,3,9.0,12.0,10.5,True
star_count_5p,3,112.0,161.0,136.5,False
star_count_middle,3,101.0,161.0,131.0,False
star_count_3p,3,118.0,161.0,139.5,False
star_density_5p,3,38.0,161.0,99.5,False
star_density_middle,3,107.0,161.0,134.0,False
star_density_3p,3,73.0,161.0,117.0,False
slash_mod_first_position,3,84.0,161.0,122.5,False
slash_mod_last_position,3,75.0,161.0,118.0,False
slash_mod_mean_position,3,117.0,161.0,139.0,False
slash_mod_position_std,3,95.0,161.0,128.0,False
slash_mod_first_fraction,3,102.0,161.0,131.5,False
slash_mod_last_fraction,3,79.0,161.0,120.0,False
slash_mod_mean_fraction,3,91.0,161.0,126.0,False
slash_mod_span_fraction,3,96.0,161.0,128.5,False
slash_mod_count_5p,3,142.0,161.0,151.5,False
slash_mod_count_middle,3,142.0,161.0,151.5,False
slash_mod_count_3p,3,142.0,161.0,151.5,False
slash_mod_density_5p,3,113.0,161.0,137.0,False
slash_mod_density_middle,3,121.0,161.0,141.0,False
slash_mod_density_3p,3,98.0,161.0,129.5,False
methyl_first_position,3,142.0,161.0,151.5,False
methyl_last_position,3,32.0,161.0,96.5,False
methyl_mean_position,3,48.0,161.0,104.5,False
methyl_position_std,3,17.0,7.0,12.0,True
methyl_first_fraction,3,120.0,161.0,140.5,False
methyl_last_fraction,3,108.0,161.0,134.5,False
methyl_mean_fraction,3,88.0,161.0,124.5,False
methyl_span_fraction,3,80.0,161.0,120.5,False
methyl_count_5p,3,100.0,161.0,130.5,False
methyl_count_middle,3,111.0,161.0,136.0,False
methyl_count_3p,3,86.0,161.0,123.5,False
methyl_density_5p,3,51.0,161.0,106.0,False
methyl_density_middle,3,114.0,161.0,137.5,False
methyl_density_3p,3,62.0,161.0,111.5,False
lna_first_position,3,142.0,161.0,151.5,False
lna_last_position,3,142.0,161.0,151.5,False
lna_mean_position,3,142.0,161.0,151.5,False
lna_position_std,3,142.0,161.0,151.5,False
lna_first_fraction,3,142.0,161.0,151.5,False
lna_last_fraction,3,142.0,161.0,151.5,False
lna_mean_fraction,3,142.0,161.0,151.5,False
lna_span_fraction,3,142.0,161.0,151.5,False
lna_count_5p,3,142.0,161.0,151.5,False
lna_count_middle,3,142.0,161.0,151.5,False
lna_count_3p,3,142.0,161.0,151.5,False
lna_density_5p,3,142.0,161.0,151.5,False
lna_density_middle,3,142.0,161.0,151.5,False
lna_density_3p,3,142.0,161.0,151.5,False
rna_first_position,3,97.0,161.0,129.0,False
rna_last_position,3,21.0,8.0,14.5,True
rna_mean_position,3,7.0,21.0,14.0,True
rna_position_std,3,14.0,19.0,16.5,True
rna_first_fraction,3,58.0,161.0,109.5,False
rna_last_fraction,3,37.0,161.0,99.0,False
rna_mean_fraction,3,65.0,161.0,113.0,False
rna_span_fraction,3,30.0,161.0,95.5,False
rna_count_5p,3,16.0,4.0,10.0,True
rna_count_middle,3,49.0,161.0,105.0,False
rna_count_3p,3,28.0,161.0,94.5,False
rna_density_5p,3,24.0,13.0,18.5,True
rna_density_middle,3,61.0,161.0,111.0,False
rna_density_3p,3,64.0,161.0,112.5,False
modified_token_first_position,3,142.0,161.0,151.5,False
modified_token_last_position,3,35.0,161.0,98.0,False
modified_token_mean_position,3,45.0,161.0,103.0,False
modified_token_position_std,3,29.0,161.0,95.0,False
modified_token_first_fraction,3,119.0,161.0,140.0,False
modified_token_last_fraction,3,81.0,161.0,121.0,False
modified_token_mean_fraction,3,46.0,161.0,103.5,False
modified_token_span_fraction,3,110.0,161.0,135.5,False
modified_token_count_5p,3,85.0,161.0,123.0,False
modified_token_count_middle,3,76.0,161.0,118.5,False
modified_token_count_3p,3,93.0,161.0,127.0,False
modified_token_density_5p,3,63.0,161.0,112.0,False
modified_token_density_middle,3,105.0,161.0,133.0,False
modified_token_density_3p,3,74.0,161.0,117.5,False
decorated_length,4,35.0,161.0,98.0,False
token_length,4,43.0,161.0,102.0,False
base_length,4,39.0,161.0,100.0,False
unknown_char_count,4,143.0,161.0,152.0,False
unknown_char_fraction,4,143.0,161.0,152.0,False
slash_mod_count,4,89.0,161.0,125.0,False
has_slash_mod,4,121.0,161.0,141.0,False
star_count,4,102.0,161.0,131.5,False
star_density,4,72.0,161.0,116.5,False
terminal_star_count,4,143.0,161.0,152.0,False
mod_density_5p,4,64.0,161.0,112.5,False
mod_density_middle,4,16.0,17.0,16.5,True
mod_density_3p,4,69.0,161.0,115.0,False
gc_fraction,4,44.0,161.0,102.5,False
au_fraction,4,19.0,7.0,13.0,True
purine_fraction,4,9.0,9.0,9.0,True
pyrimidine_fraction,4,18.0,22.0,20.0,True
terminal_gc_count,4,74.0,161.0,117.5,False
longest_homopolymer_run,4,61.0,161.0,111.0,False
longest_gc_run,4,88.0,161.0,124.5,False
max_gc_window_10,4,78.0,161.0,119.5,False
repeated_dinucleotide_count,4,5.0,16.0,10.5,True
longest_star_run,4,143.0,161.0,152.0,False
longest_slash_mod_run,4,101.0,161.0,131.0,False
longest_methyl_run,4,120.0,161.0,140.5,False
longest_lna_run,4,143.0,161.0,152.0,False
longest_rna_run,4,14.0,18.0,16.0,True
longest_modified_token_run,4,109.0,161.0,135.0,False
base_A_count,4,24.0,14.0,19.0,True
base_A_fraction,4,31.0,161.0,96.0,False
base_C_count,4,32.0,161.0,96.5,False
base_C_fraction,4,10.0,20.0,15.0,True
base_G_count,4,25.0,12.0,18.5,True
base_G_fraction,4,26.0,161.0,93.5,False
base_U_count,4,20.0,2.0,11.0,True
base_U_fraction,4,40.0,161.0,100.5,False
base_T_count,4,29.0,161.0,95.0,False
base_T_fraction,4,4.0,1.0,2.5,True
token_rA_count,4,27.0,161.0,94.0,False
token_rA_fraction,4,1.0,25.0,13.0,True
longest_rA_run,4,49.0,161.0,105.0,False
token_rC_count,4,17.0,8.0,12.5,True
token_rC_fraction,4,8.0,24.0,16.0,True
longest_rC_run,4,77.0,161.0,119.0,False
token_rG_count,4,7.0,3.0,5.0,True
token_rG_fraction,4,2.0,5.0,3.5,True
longest_rG_run,4,100.0,161.0,130.5,False
token_rU_count,4,47.0,161.0,104.0,False
token_rU_fraction,4,23.0,10.0,16.5,True
longest_rU_run,4,95.0,161.0,128.0,False
token_mA_count,4,45.0,161.0,103.0,False
token_mA_fraction,4,68.0,161.0,114.5,False
longest_mA_run,4,87.0,161.0,124.0,False
token_mC_count,4,60.0,161.0,110.5,False
token_mC_fraction,4,53.0,161.0,107.0,False
longest_mC_run,4,111.0,161.0,136.0,False
token_mG_count,4,81.0,161.0,121.0,False
token_mG_fraction,4,56.0,161.0,108.5,False
longest_mG_run,4,75.0,161.0,118.0,False
token_mU_count,4,46.0,161.0,103.5,False
token_mU_fraction,4,6.0,6.0,6.0,True
longest_mU_run,4,123.0,161.0,142.0,False
token_lA_count,4,143.0,161.0,152.0,False
token_lA_fraction,4,143.0,161.0,152.0,False
longest_lA_run,4,143.0,161.0,152.0,False
token_lC_count,4,143.0,161.0,152.0,False
token_lC_fraction,4,143.0,161.0,152.0,False
longest_lC_run,4,143.0,161.0,152.0,False
token_lG_count,4,143.0,161.0,152.0,False
token_lG_fraction,4,143.0,161.0,152.0,False
longest_lG_run,4,143.0,161.0,152.0,False
token_lU_count,4,143.0,161.0,152.0,False
token_lU_fraction,4,143.0,161.0,152.0,False
longest_lU_run,4,143.0,161.0,152.0,False
token_lT_count,4,143.0,161.0,152.0,False
token_lT_fraction,4,143.0,161.0,152.0,False
longest_lT_run,4,143.0,161.0,152.0,False
star_first_position,4,143.0,161.0,152.0,False
star_last_position,4,91.0,161.0,126.0,False
star_mean_position,4,92.0,161.0,126.5,False
star_position_std,4,13.0,15.0,14.0,True
star_first_fraction,4,98.0,161.0,129.5,False
star_last_fraction,4,50.0,161.0,105.5,False
star_mean_fraction,4,58.0,161.0,109.5,False
star_span_fraction,4,80.0,161.0,120.5,False
star_count_5p,4,124.0,161.0,142.5,False
star_count_middle,4,94.0,161.0,127.5,False
star_count_3p,4,93.0,161.0,127.0,False
star_density_5p,4,67.0,161.0,114.0,False
star_density_middle,4,105.0,161.0,133.0,False
star_density_3p,4,104.0,161.0,132.5,False
