feature,iteration,rf_rank,permutation_rank,combined_rank,selected
token_length,28,54.0,161.0,107.5,False
base_length,28,25.0,15.0,20.0,True
unknown_char_count,28,143.5,161.0,152.25,False
unknown_char_fraction,28,143.5,161.0,152.25,False
slash_mod_count,28,114.0,161.0,137.5,False
has_slash_mod,28,120.0,161.0,140.5,False
star_count,28,116.0,161.0,138.5,False
star_density,28,55.0,161.0,108.0,False
terminal_star_count,28,143.5,161.0,152.25,False
mod_density_5p,28,58.0,161.0,109.5,False
mod_density_middle,28,56.0,161.0,108.5,False
mod_density_3p,28,41.0,161.0,101.0,False
gc_fraction,28,31.0,161.0,96.0,False
au_fraction,28,19.0,16.0,17.5,True
purine_fraction,28,16.0,13.0,14.5,True
pyrimidine_fraction,28,12.0,22.0,17.0,True
terminal_gc_count,28,72.0,161.0,116.5,False
longest_homopolymer_run,28,93.0,161.0,127.0,False
longest_gc_run,28,75.0,161.0,118.0,False
max_gc_window_10,28,81.0,161.0,121.0,False
repeated_dinucleotide_count,28,1.0,14.0,7.5,True
longest_star_run,28,123.0,161.0,142.0,False
longest_slash_mod_run,28,101.0,161.0,131.0,False
longest_methyl_run,28,102.0,161.0,131.5,False
longest_lna_run,28,143.5,161.0,152.25,False
longest_rna_run,28,14.0,7.0,10.5,True
longest_modified_token_run,28,100.0,161.0,130.5,False
base_A_count,28,34.0,161.0,97.5,False
base_A_fraction,28,35.0,161.0,98.0,False
base_C_count,28,38.0,161.0,99.5,False
base_C_fraction,28,15.0,17.0,16.0,True
base_G_count,28,37.0,161.0,99.0,False
base_G_fraction,28,10.0,20.0,15.0,True
base_U_count,28,30.0,161.0,95.5,False
base_U_fraction,28,4.0,4.0,4.0,True
base_T_count,28,9.0,18.0,13.5,True
base_T_fraction,28,6.0,24.0,15.0,True
token_rA_count,28,51.0,161.0,106.0,False
token_rA_fraction,28,24.0,21.0,22.5,False
longest_rA_run,28,99.0,161.0,130.0,False
token_rC_count,28,18.0,23.0,20.5,False
token_rC_fraction,28,44.0,161.0,102.5,False
longest_rC_run,28,85.0,161.0,123.0,False
token_rG_count,28,13.0,19.0,16.0,True
token_rG_fraction,28,2.0,11.0,6.5,True
longest_rG_run,28,105.0,161.0,133.0,False
token_rU_count,28,26.0,161.0,93.5,False
token_rU_fraction,28,21.0,10.0,15.5,True
longest_rU_run,28,32.0,161.0,96.5,False
token_mA_count,28,95.0,161.0,128.0,False
token_mA_fraction,28,80.0,161.0,120.5,False
longest_mA_run,28,104.0,161.0,132.5,False
token_mC_count,28,59.0,161.0,110.0,False
token_mC_fraction,28,39.0,161.0,100.0,False
longest_mC_run,28,96.0,161.0,128.5,False
token_mG_count,28,78.0,161.0,119.5,False
token_mG_fraction,28,60.0,161.0,110.5,False
longest_mG_run,28,110.0,161.0,135.5,False
token_mU_count,28,67.0,161.0,114.0,False
token_mU_fraction,28,40.0,161.0,100.5,False
longest_mU_run,28,125.0,161.0,143.0,False
token_lA_count,28,143.5,161.0,152.25,False
token_lA_fraction,28,143.5,161.0,152.25,False
longest_lA_run,28,143.5,161.0,152.25,False
token_lC_count,28,143.5,161.0,152.25,False
token_lC_fraction,28,143.5,161.0,152.25,False
longest_lC_run,28,143.5,161.0,152.25,False
token_lG_count,28,143.5,161.0,152.25,False
token_lG_fraction,28,143.5,161.0,152.25,False
longest_lG_run,28,143.5,161.0,152.25,False
token_lU_count,28,143.5,161.0,152.25,False
token_lU_fraction,28,143.5,161.0,152.25,False
longest_lU_run,28,143.5,161.0,152.25,False
token_lT_count,28,143.5,161.0,152.25,False
token_lT_fraction,28,143.5,161.0,152.25,False
longest_lT_run,28,143.5,161.0,152.25,False
star_first_position,28,143.5,161.0,152.25,False
star_last_position,28,64.0,161.0,112.5,False
star_mean_position,28,17.0,5.0,11.0,True
star_position_std,28,27.0,161.0,94.0,False
star_first_fraction,28,89.0,161.0,125.0,False
star_last_fraction,28,83.0,161.0,122.0,False
star_mean_fraction,28,33.0,161.0,97.0,False
star_span_fraction,28,42.0,161.0,101.5,False
star_count_5p,28,124.0,161.0,142.5,False
star_count_middle,28,106.0,161.0,133.5,False
star_count_3p,28,121.0,161.0,141.0,False
star_density_5p,28,48.0,161.0,104.5,False
star_density_middle,28,109.0,161.0,135.0,False
star_density_3p,28,49.0,161.0,105.0,False
slash_mod_first_position,28,68.0,161.0,114.5,False
slash_mod_last_position,28,50.0,161.0,105.5,False
slash_mod_mean_position,28,90.0,161.0,125.5,False
slash_mod_position_std,28,86.0,161.0,123.5,False
slash_mod_first_fraction,28,70.0,161.0,115.5,False
slash_mod_last_fraction,28,71.0,161.0,116.0,False
slash_mod_mean_fraction,28,97.0,161.0,129.0,False
slash_mod_span_fraction,28,112.0,161.0,136.5,False
slash_mod_count_5p,28,113.0,161.0,137.0,False
slash_mod_count_middle,28,82.0,161.0,121.5,False
slash_mod_count_3p,28,117.0,161.0,139.0,False
slash_mod_density_5p,28,119.0,161.0,140.0,False
slash_mod_density_middle,28,107.0,161.0,134.0,False
slash_mod_density_3p,28,98.0,161.0,129.5,False
methyl_first_position,28,143.5,161.0,152.25,False
methyl_last_position,28,69.0,161.0,115.0,False
methyl_mean_position,28,115.0,161.0,138.0,False
methyl_position_std,28,22.0,12.0,17.0,True
methyl_first_fraction,28,143.5,161.0,152.25,False
methyl_last_fraction,28,122.0,161.0,141.5,False
methyl_mean_fraction,28,76.0,161.0,118.5,False
methyl_span_fraction,28,91.0,161.0,126.0,False
methyl_count_5p,28,94.0,161.0,127.5,False
methyl_count_middle,28,84.0,161.0,122.5,False
methyl_count_3p,28,88.0,161.0,124.5,False
methyl_density_5p,28,52.0,161.0,106.5,False
methyl_density_middle,28,103.0,161.0,132.0,False
methyl_density_3p,28,29.0,161.0,95.0,False
lna_first_position,28,143.5,161.0,152.25,False
lna_last_position,28,143.5,161.0,152.25,False
lna_mean_position,28,108.0,161.0,134.5,False
lna_position_std,28,143.5,161.0,152.25,False
lna_first_fraction,28,111.0,161.0,136.0,False
lna_last_fraction,28,143.5,161.0,152.25,False
lna_mean_fraction,28,143.5,161.0,152.25,False
lna_span_fraction,28,143.5,161.0,152.25,False
lna_count_5p,28,143.5,161.0,152.25,False
lna_count_middle,28,143.5,161.0,152.25,False
lna_count_3p,28,143.5,161.0,152.25,False
lna_density_5p,28,143.5,161.0,152.25,False
lna_density_middle,28,143.5,161.0,152.25,False
lna_density_3p,28,143.5,161.0,152.25,False
rna_first_position,28,87.0,161.0,124.0,False
rna_last_position,28,47.0,161.0,104.0,False
rna_mean_position,28,36.0,161.0,98.5,False
rna_position_std,28,8.0,8.0,8.0,True
rna_first_fraction,28,43.0,161.0,102.0,False
rna_last_fraction,28,61.0,161.0,111.0,False
rna_mean_fraction,28,3.0,1.0,2.0,True
rna_span_fraction,28,57.0,161.0,109.0,False
rna_count_5p,28,45.0,161.0,103.0,False
rna_count_middle,28,23.0,9.0,16.0,True
rna_count_3p,28,53.0,161.0,107.0,False
rna_density_5p,28,20.0,25.0,22.5,False
rna_density_middle,28,73.0,161.0,117.0,False
rna_density_3p,28,79.0,161.0,120.0,False
modified_token_first_position,28,143.5,161.0,152.25,False
modified_token_last_position,28,46.0,161.0,103.5,False
modified_token_mean_position,28,7.0,3.0,5.0,True
modified_token_position_std,28,5.0,6.0,5.5,True
modified_token_first_fraction,28,143.5,161.0,152.25,False
modified_token_last_fraction,28,77.0,161.0,119.0,False
modified_token_mean_fraction,28,11.0,2.0,6.5,True
modified_token_span_fraction,28,118.0,161.0,139.5,False
modified_token_count_5p,28,92.0,161.0,126.5,False
modified_token_count_middle,28,65.0,161.0,113.0,False
modified_token_count_3p,28,66.0,161.0,113.5,False
modified_token_density_5p,28,63.0,161.0,112.0,False
modified_token_density_middle,28,28.0,161.0,94.5,False
modified_token_density_3p,28,74.0,161.0,117.5,False
decorated_length,29,55.0,161.0,108.0,False
token_length,29,52.0,161.0,106.5,False
base_length,29,58.0,161.0,109.5,False
unknown_char_count,29,143.5,161.0,152.25,False
unknown_char_fraction,29,143.5,161.0,152.25,False
slash_mod_count,29,117.0,161.0,139.0,False
has_slash_mod,29,109.0,161.0,135.0,False
star_count,29,106.0,161.0,133.5,False
star_density,29,79.0,161.0,120.0,False
terminal_star_count,29,143.5,161.0,152.25,False
mod_density_5p,29,69.0,161.0,115.0,False
mod_density_middle,29,34.0,161.0,97.5,False
mod_density_3p,29,83.0,161.0,122.0,False
gc_fraction,29,22.0,8.0,15.0,True
au_fraction,29,35.0,161.0,98.0,False
purine_fraction,29,8.0,25.0,16.5,True
pyrimidine_fraction,29,2.0,21.0,11.5,True
terminal_gc_count,29,75.0,161.0,118.0,False
longest_homopolymer_run,29,112.0,161.0,136.5,False
longest_gc_run,29,47.0,161.0,104.0,False
max_gc_window_10,29,77.0,161.0,119.0,False
repeated_dinucleotide_count,29,25.0,9.0,17.0,True
longest_star_run,29,143.5,161.0,152.25,False
longest_slash_mod_run,29,113.0,161.0,137.0,False
longest_methyl_run,29,111.0,161.0,136.0,False
longest_lna_run,29,143.5,161.0,152.25,False
longest_rna_run,29,13.0,13.0,13.0,True
longest_modified_token_run,29,119.0,161.0,140.0,False
base_A_count,29,23.0,24.0,23.5,False
base_A_fraction,29,14.0,15.0,14.5,True
base_C_count,29,10.0,5.0,7.5,True
base_C_fraction,29,16.0,7.0,11.5,True
base_G_count,29,21.0,16.0,18.5,True
base_G_fraction,29,4.0,14.0,9.0,True
base_U_count,29,31.0,161.0,96.0,False
base_U_fraction,29,15.0,6.0,10.5,True
base_T_count,29,19.0,22.0,20.5,False
base_T_fraction,29,5.0,2.0,3.5,True
token_rA_count,29,27.0,161.0,94.0,False
token_rA_fraction,29,9.0,11.0,10.0,True
longest_rA_run,29,90.0,161.0,125.5,False
token_rC_count,29,17.0,12.0,14.5,True
token_rC_fraction,29,24.0,17.0,20.5,False
longest_rC_run,29,74.0,161.0,117.5,False
token_rG_count,29,44.0,161.0,102.5,False
token_rG_fraction,29,3.0,3.0,3.0,True
longest_rG_run,29,95.0,161.0,128.0,False
token_rU_count,29,42.0,161.0,101.5,False
token_rU_fraction,29,1.0,1.0,1.0,True
longest_rU_run,29,86.0,161.0,123.5,False
token_mA_count,29,20.0,18.0,19.0,True
token_mA_fraction,29,6.0,19.0,12.5,True
longest_mA_run,29,11.0,20.0,15.5,True
token_mC_count,29,53.0,161.0,107.0,False
token_mC_fraction,29,45.0,161.0,103.0,False
longest_mC_run,29,78.0,161.0,119.5,False
token_mG_count,29,76.0,161.0,118.5,False
token_mG_fraction,29,30.0,161.0,95.5,False
longest_mG_run,29,36.0,161.0,98.5,False
token_mU_count,29,66.0,161.0,113.5,False
token_mU_fraction,29,38.0,161.0,99.5,False
longest_mU_run,29,124.0,161.0,142.5,False
token_lA_count,29,143.5,161.0,152.25,False
token_lA_fraction,29,143.5,161.0,152.25,False
longest_lA_run,29,143.5,161.0,152.25,False
token_lC_count,29,143.5,161.0,152.25,False
token_lC_fraction,29,143.5,161.0,152.25,False
longest_lC_run,29,143.5,161.0,152.25,False
token_lG_count,29,143.5,161.0,152.25,False
token_lG_fraction,29,143.5,161.0,152.25,False
longest_lG_run,29,143.5,161.0,152.25,False
token_lU_count,29,143.5,161.0,152.25,False
token_lU_fraction,29,143.5,161.0,152.25,False
longest_lU_run,29,143.5,161.0,152.25,False
token_lT_count,29,143.5,161.0,152.25,False
token_lT_fraction,29,143.5,161.0,152.25,False
longest_lT_run,29,143.5,161.0,152.25,False
star_first_position,29,121.0,161.0,141.0,False
star_last_position,29,100.0,161.0,130.5,False
star_mean_position,29,92.0,161.0,126.5,False
star_position_std,29,40.0,161.0,100.5,False
star_first_fraction,29,81.0,161.0,121.0,False
star_last_fraction,29,82.0,161.0,121.5,False
star_mean_fraction,29,60.0,161.0,110.5,False
star_span_fraction,29,102.0,161.0,131.5,False
star_count_5p,29,122.0,161.0,141.5,False
star_count_middle,29,101.0,161.0,131.0,False
star_count_3p,29,143.5,161.0,152.25,False
star_density_5p,29,72.0,161.0,116.5,False
star_density_middle,29,108.0,161.0,134.5,False
star_density_3p,29,97.0,161.0,129.0,False
slash_mod_first_position,29,65.0,161.0,113.0,False
slash_mod_last_position,29,73.0,161.0,117.0,False
slash_mod_mean_position,29,99.0,161.0,130.0,False
slash_mod_position_std,29,98.0,161.0,129.5,False
slash_mod_first_fraction,29,84.0,161.0,122.5,False
slash_mod_last_fraction,29,91.0,161.0,126.0,False
slash_mod_mean_fraction,29,63.0,161.0,112.0,False
slash_mod_span_fraction,29,103.0,161.0,132.0,False
slash_mod_count_5p,29,118.0,161.0,139.5,False
slash_mod_count_middle,29,94.0,161.0,127.5,False
slash_mod_count_3p,29,104.0,161.0,132.5,False
slash_mod_density_5p,29,85.0,161.0,123.0,False
slash_mod_density_middle,29,59.0,161.0,110.0,False
slash_mod_density_3p,29,107.0,161.0,134.0,False
methyl_first_position,29,125.0,161.0,143.0,False
methyl_last_position,29,105.0,161.0,133.0,False
methyl_mean_position,29,80.0,161.0,120.5,False
methyl_position_std,29,46.0,161.0,103.5,False
methyl_first_fraction,29,123.0,161.0,142.0,False
methyl_last_fraction,29,93.0,161.0,127.0,False
methyl_mean_fraction,29,12.0,10.0,11.0,True
methyl_span_fraction,29,110.0,161.0,135.5,False
methyl_count_5p,29,115.0,161.0,138.0,False
methyl_count_middle,29,116.0,161.0,138.5,False
methyl_count_3p,29,57.0,161.0,109.0,False
methyl_density_5p,29,54.0,161.0,107.5,False
methyl_density_middle,29,143.5,161.0,152.25,False
methyl_density_3p,29,43.0,161.0,102.0,False
lna_first_position,29,143.5,161.0,152.25,False
lna_last_position,29,143.5,161.0,152.25,False
lna_mean_position,29,143.5,161.0,152.25,False
lna_position_std,29,143.5,161.0,152.25,False
lna_first_fraction,29,143.5,161.0,152.25,False
lna_last_fraction,29,143.5,161.0,152.25,False
lna_mean_fraction,29,143.5,161.0,152.25,False
lna_span_fraction,29,143.5,161.0,152.25,False
lna_count_5p,29,143.5,161.0,152.25,False
lna_count_middle,29,143.5,161.0,152.25,False
lna_count_3p,29,143.5,161.0,152.25,False
lna_density_5p,29,143.5,161.0,152.25,False
lna_density_middle,29,143.5,161.0,152.25,False
lna_density_3p,29,143.5,161.0,152.25,False
rna_first_position,29,70.0,161.0,115.5,False
rna_last_position,29,49.0,161.0,105.0,False
rna_mean_position,29,37.0,161.0,99.0,False
rna_position_std,29,26.0,161.0,93.5,False
rna_first_fraction,29,28.0,161.0,94.5,False
rna_last_fraction,29,87.0,161.0,124.0,False
rna_mean_fraction,29,29.0,161.0,95.0,False
rna_span_fraction,29,39.0,161.0,100.0,False
rna_count_5p,29,51.0,161.0,106.0,False
rna_count_middle,29,48.0,161.0,104.5,False
rna_count_3p,29,33.0,161.0,97.0,False
rna_density_5p,29,56.0,161.0,108.5,False
rna_density_middle,29,61.0,161.0,111.0,False
rna_density_3p,29,41.0,161.0,101.0,False
modified_token_first_position,29,114.0,161.0,137.5,False
modified_token_last_position,29,88.0,161.0,124.5,False
modified_token_mean_position,29,64.0,161.0,112.5,False
modified_token_position_std,29,18.0,23.0,20.5,False
modified_token_first_fraction,29,120.0,161.0,140.5,False
modified_token_last_fraction,29,67.0,161.0,114.0,False
modified_token_mean_fraction,29,7.0,4.0,5.5,True
modified_token_span_fraction,29,96.0,161.0,128.5,False
modified_token_count_5p,29,71.0,161.0,116.0,False
modified_token_count_middle,29,62.0,161.0,111.5,False
modified_token_count_3p,29,89.0,161.0,125.0,False
modified_token_density_5p,29,68.0,161.0,114.5,False
modified_token_density_middle,29,50.0,161.0,105.5,False
modified_token_density_3p,29,32.0,161.0,96.5,False
decorated_length,30,53.0,161.0,107.0,False
token_length,30,57.0,161.0,109.0,False
base_length,30,34.0,161.0,97.5,False
unknown_char_count,30,143.5,161.0,152.25,False
unknown_char_fraction,30,143.5,161.0,152.25,False
slash_mod_count,30,93.0,161.0,127.0,False
has_slash_mod,30,118.0,161.0,139.5,False
star_count,30,104.0,161.0,132.5,False
star_density,30,59.0,161.0,110.0,False
terminal_star_count,30,143.5,161.0,152.25,False
mod_density_5p,30,55.0,161.0,108.0,False
mod_density_middle,30,51.0,161.0,106.0,False
mod_density_3p,30,37.0,161.0,99.0,False
gc_fraction,30,5.0,24.0,14.5,True
au_fraction,30,18.0,17.0,17.5,True
purine_fraction,30,8.0,13.0,10.5,True
pyrimidine_fraction,30,2.0,19.0,10.5,True
terminal_gc_count,30,49.0,161.0,105.0,False
longest_homopolymer_run,30,68.0,161.0,114.5,False
longest_gc_run,30,90.0,161.0,125.5,False
max_gc_window_10,30,69.0,161.0,115.0,False
repeated_dinucleotide_count,30,1.0,5.0,3.0,True
longest_star_run,30,143.5,161.0,152.25,False
longest_slash_mod_run,30,108.0,161.0,134.5,False
longest_methyl_run,30,80.0,161.0,120.5,False
longest_lna_run,30,143.5,161.0,152.25,False
longest_rna_run,30,22.0,11.0,16.5,True
longest_modified_token_run,30,86.0,161.0,123.5,False
base_A_count,30,41.0,161.0,101.0,False
base_A_fraction,30,10.0,16.0,13.0,True
base_C_count,30,23.0,18.0,20.5,False
base_C_fraction,30,21.0,20.0,20.5,False
base_G_count,30,17.0,21.0,19.0,True
base_G_fraction,30,12.0,10.0,11.0,True
base_U_count,30,9.0,1.0,5.0,True
base_U_fraction,30,6.0,22.0,14.0,True
base_T_count,30,4.0,2.0,3.0,True
base_T_fraction,30,7.0,9.0,8.0,True
token_rA_count,30,33.0,161.0,97.0,False
token_rA_fraction,30,14.0,12.0,13.0,True
longest_rA_run,30,88.0,161.0,124.5,False
token_rC_count,30,15.0,23.0,19.0,True
token_rC_fraction,30,3.0,25.0,14.0,True
longest_rC_run,30,92.0,161.0,126.5,False
token_rG_count,30,20.0,15.0,17.5,True
token_rG_fraction,30,11.0,3.0,7.0,True
longest_rG_run,30,96.0,161.0,128.5,False
token_rU_count,30,27.0,161.0,94.0,False
token_rU_fraction,30,16.0,6.0,11.0,True
longest_rU_run,30,81.0,161.0,121.0,False
token_mA_count,30,54.0,161.0,107.5,False
token_mA_fraction,30,28.0,161.0,94.5,False
longest_mA_run,30,63.0,161.0,112.0,False
token_mC_count,30,94.0,161.0,127.5,False
token_mC_fraction,30,52.0,161.0,106.5,False
longest_mC_run,30,112.0,161.0,136.5,False
token_mG_count,30,62.0,161.0,111.5,False
token_mG_fraction,30,46.0,161.0,103.5,False
longest_mG_run,30,70.0,161.0,115.5,False
token_mU_count,30,73.0,161.0,117.0,False
token_mU_fraction,30,24.0,14.0,19.0,True
longest_mU_run,30,143.5,161.0,152.25,False
token_lA_count,30,143.5,161.0,152.25,False
token_lA_fraction,30,143.5,161.0,152.25,False
longest_lA_run,30,143.5,161.0,152.25,False
token_lC_count,30,143.5,161.0,152.25,False
token_lC_fraction,30,143.5,161.0,152.25,False
longest_lC_run,30,143.5,161.0,152.25,False
token_lG_count,30,143.5,161.0,152.25,False
token_lG_fraction,30,143.5,161.0,152.25,False
longest_lG_run,30,106.0,161.0,133.5,False
token_lU_count,30,143.5,161.0,152.25,False
token_lU_fraction,30,143.5,161.0,152.25,False
longest_lU_run,30,143.5,161.0,152.25,False
token_lT_count,30,143.5,161.0,152.25,False
token_lT_fraction,30,116.0,161.0,138.5,False
longest_lT_run,30,143.5,161.0,152.25,False
star_first_position,30,143.5,161.0,152.25,False
star_last_position,30,97.0,161.0,129.0,False
star_mean_position,30,67.0,161.0,114.0,False
star_position_std,30,82.0,161.0,121.5,False
star_first_fraction,30,43.0,161.0,102.0,False
star_last_fraction,30,76.0,161.0,118.5,False
star_mean_fraction,30,119.0,161.0,140.0,False
star_span_fraction,30,83.0,161.0,122.0,False
star_count_5p,30,143.5,161.0,152.25,False
star_count_middle,30,122.0,161.0,141.5,False
star_count_3p,30,143.5,161.0,152.25,False
star_density_5p,30,39.0,161.0,100.0,False
star_density_middle,30,107.0,161.0,134.0,False
star_density_3p,30,101.0,161.0,131.0,False
slash_mod_first_position,30,114.0,161.0,137.5,False
slash_mod_last_position,30,40.0,161.0,100.5,False
slash_mod_mean_position,30,84.0,161.0,122.5,False
slash_mod_position_std,30,95.0,161.0,128.0,False
slash_mod_first_fraction,30,91.0,161.0,126.0,False
slash_mod_last_fraction,30,72.0,161.0,116.5,False
slash_mod_mean_fraction,30,61.0,161.0,111.0,False
slash_mod_span_fraction,30,109.0,161.0,135.0,False
slash_mod_count_5p,30,123.0,161.0,142.0,False
slash_mod_count_middle,30,79.0,161.0,120.0,False
slash_mod_count_3p,30,71.0,161.0,116.0,False
slash_mod_density_5p,30,124.0,161.0,142.5,False
slash_mod_density_middle,30,98.0,161.0,129.5,False
slash_mod_density_3p,30,102.0,161.0,131.5,False
methyl_first_position,30,143.5,161.0,152.25,False
methyl_last_position,30,65.0,161.0,113.0,False
methyl_mean_position,30,44.0,161.0,102.5,False
methyl_position_std,30,30.0,161.0,95.5,False
methyl_first_fraction,30,125.0,161.0,143.0,False
methyl_last_fraction,30,111.0,161.0,136.0,False
methyl_mean_fraction,30,48.0,161.0,104.5,False
methyl_span_fraction,30,99.0,161.0,130.0,False
methyl_count_5p,30,77.0,161.0,119.0,False
methyl_count_middle,30,115.0,161.0,138.0,False
methyl_count_3p,30,103.0,161.0,132.0,False
methyl_density_5p,30,58.0,161.0,109.5,False
methyl_density_middle,30,143.5,161.0,152.25,False
methyl_density_3p,30,45.0,161.0,103.0,False
lna_first_position,30,143.5,161.0,152.25,False
lna_last_position,30,143.5,161.0,152.25,False
lna_mean_position,30,143.5,161.0,152.25,False
lna_position_std,30,110.0,161.0,135.5,False
lna_first_fraction,30,143.5,161.0,152.25,False
lna_last_fraction,30,143.5,161.0,152.25,False
lna_mean_fraction,30,143.5,161.0,152.25,False
lna_span_fraction,30,143.5,161.0,152.25,False
lna_count_5p,30,143.5,161.0,152.25,False
lna_count_middle,30,117.0,161.0,139.0,False
lna_count_3p,30,143.5,161.0,152.25,False
lna_density_5p,30,143.5,161.0,152.25,False
lna_density_middle,30,105.0,161.0,133.0,False
lna_density_3p,30,143.5,161.0,152.25,False
rna_first_position,30,113.0,161.0,137.0,False
rna_last_position,30,29.0,161.0,95.0,False
rna_mean_position,30,13.0,8.0,10.5,True
rna_position_std,30,26.0,161.0,93.5,False
rna_first_fraction,30,66.0,161.0,113.5,False
rna_last_fraction,30,89.0,161.0,125.0,False
rna_mean_fraction,30,78.0,161.0,119.5,False
rna_span_fraction,30,60.0,161.0,110.5,False
rna_count_5p,30,50.0,161.0,105.5,False
rna_count_middle,30,25.0,7.0,16.0,True
rna_count_3p,30,35.0,161.0,98.0,False
rna_density_5p,30,32.0,161.0,96.5,False
rna_density_middle,30,36.0,161.0,98.5,False
rna_density_3p,30,31.0,161.0,96.0,False
modified_token_first_position,30,120.0,161.0,140.5,False
modified_token_last_position,30,64.0,161.0,112.5,False
modified_token_mean_position,30,75.0,161.0,118.0,False
modified_token_position_std,30,19.0,4.0,11.5,True
modified_token_first_fraction,30,143.5,161.0,152.25,False
modified_token_last_fraction,30,87.0,161.0,124.0,False
modified_token_mean_fraction,30,42.0,161.0,101.5,False
modified_token_span_fraction,30,47.0,161.0,104.0,False
modified_token_count_5p,30,85.0,161.0,123.0,False
modified_token_count_middle,30,38.0,161.0,99.5,False
modified_token_count_3p,30,121.0,161.0,141.0,False
modified_token_density_5p,30,74.0,161.0,117.5,False
modified_token_density_middle,30,100.0,161.0,130.5,False
modified_token_density_3p,30,56.0,161.0,108.5,False
decorated_length,31,54.0,161.0,107.5,False
token_length,31,87.0,161.0,124.0,False
base_length,31,105.0,161.0,133.0,False
unknown_char_count,31,146.0,161.0,153.5,False
unknown_char_fraction,31,146.0,161.0,153.5,False
slash_mod_count,31,107.0,161.0,134.0,False
has_slash_mod,31,111.0,161.0,136.0,False
star_count,31,120.0,161.0,140.5,False
star_density,31,60.0,161.0,110.5,False
terminal_star_count,31,146.0,161.0,153.5,False
mod_density_5p,31,49.0,161.0,105.0,False
mod_density_middle,31,109.0,161.0,135.0,False
mod_density_3p,31,90.0,161.0,125.5,False
gc_fraction,31,13.0,23.0,18.0,True
au_fraction,31,3.0,4.0,3.5,True
purine_fraction,31,22.0,17.0,19.5,True
pyrimidine_fraction,31,36.0,161.0,98.5,False
terminal_gc_count,31,39.0,161.0,100.0,False
longest_homopolymer_run,31,50.0,161.0,105.5,False
longest_gc_run,31,64.0,161.0,112.5,False
max_gc_window_10,31,75.0,161.0,118.0,False
repeated_dinucleotide_count,31,1.0,2.0,1.5,True
longest_star_run,31,127.0,161.0,144.0,False
longest_slash_mod_run,31,103.0,161.0,132.0,False
longest_methyl_run,31,98.0,161.0,129.5,False
longest_lna_run,31,114.0,161.0,137.5,False
longest_rna_run,31,30.0,161.0,95.5,False
longest_modified_token_run,31,82.0,161.0,121.5,False
base_A_count,31,24.0,16.0,20.0,True
base_A_fraction,31,14.0,11.0,12.5,True
base_C_count,31,20.0,15.0,17.5,True
base_C_fraction,31,4.0,24.0,14.0,True
base_G_count,31,32.0,161.0,96.5,False
base_G_fraction,31,6.0,10.0,8.0,True
base_U_count,31,16.0,5.0,10.5,True
base_U_fraction,31,8.0,12.0,10.0,True
base_T_count,31,10.0,25.0,17.5,True
base_T_fraction,31,2.0,18.0,10.0,True
token_rA_count,31,40.0,161.0,100.5,False
token_rA_fraction,31,19.0,19.0,19.0,True
longest_rA_run,31,113.0,161.0,137.0,False
token_rC_count,31,27.0,161.0,94.0,False
token_rC_fraction,31,29.0,161.0,95.0,False
longest_rC_run,31,102.0,161.0,131.5,False
token_rG_count,31,18.0,20.0,19.0,True
token_rG_fraction,31,11.0,21.0,16.0,True
longest_rG_run,31,62.0,161.0,111.5,False
token_rU_count,31,21.0,13.0,17.0,True
token_rU_fraction,31,9.0,22.0,15.5,True
longest_rU_run,31,89.0,161.0,125.0,False
token_mA_count,31,68.0,161.0,114.5,False
token_mA_fraction,31,25.0,8.0,16.5,True
longest_mA_run,31,70.0,161.0,115.5,False
token_mC_count,31,17.0,14.0,15.5,True
token_mC_fraction,31,38.0,161.0,99.5,False
longest_mC_run,31,84.0,161.0,122.5,False
token_mG_count,31,37.0,161.0,99.0,False
token_mG_fraction,31,34.0,161.0,97.5,False
longest_mG_run,31,94.0,161.0,127.5,False
token_mU_count,31,53.0,161.0,107.0,False
token_mU_fraction,31,7.0,7.0,7.0,True
longest_mU_run,31,124.0,161.0,142.5,False
token_lA_count,31,146.0,161.0,153.5,False
token_lA_fraction,31,146.0,161.0,153.5,False
longest_lA_run,31,146.0,161.0,153.5,False
token_lC_count,31,146.0,161.0,153.5,False
token_lC_fraction,31,146.0,161.0,153.5,False
longest_lC_run,31,146.0,161.0,153.5,False
token_lG_count,31,146.0,161.0,153.5,False
token_lG_fraction,31,146.0,161.0,153.5,False
longest_lG_run,31,116.0,161.0,138.5,False
token_lU_count,31,146.0,161.0,153.5,False
token_lU_fraction,31,146.0,161.0,153.5,False
longest_lU_run,31,146.0,161.0,153.5,False
token_lT_count,31,146.0,161.0,153.5,False
token_lT_fraction,31,146.0,161.0,153.5,False
longest_lT_run,31,146.0,161.0,153.5,False
star_first_position,31,128.0,161.0,144.5,False
star_last_position,31,72.0,161.0,116.5,False
star_mean_position,31,56.0,161.0,108.5,False
star_position_std,31,5.0,3.0,4.0,True
star_first_fraction,31,47.0,161.0,104.0,False
star_last_fraction,31,43.0,161.0,102.0,False
star_mean_fraction,31,55.0,161.0,108.0,False
star_span_fraction,31,48.0,161.0,104.5,False
star_count_5p,31,115.0,161.0,138.0,False
star_count_middle,31,101.0,161.0,131.0,False
star_count_3p,31,146.0,161.0,153.5,False
star_density_5p,31,91.0,161.0,126.0,False
star_density_middle,31,100.0,161.0,130.5,False
star_density_3p,31,59.0,161.0,110.0,False
slash_mod_first_position,31,85.0,161.0,123.0,False
