,token_lT_count,longest_lA_run,longest_lC_run,token_lC_count,lna_last_fraction,longest_rU_run,rna_mean_fraction,rna_count_3p,repeated_dinucleotide_count,longest_homopolymer_run,methyl_mean_fraction,rna_mean_position,modified_token_mean_fraction,token_rU_count,mod_density_3p,longest_mG_run,modified_token_position_std,token_mC_count,slash_mod_density_middle,token_rU_fraction,methyl_position_std,rna_count_middle,base_U_count,mod_density_middle,methyl_mean_position,longest_rna_run,token_rA_count,rna_span_fraction,rna_first_position,token_rG_count,star_density_3p,slash_mod_count_3p,star_count_5p,token_rA_fraction,star_count_middle,modified_token_first_position,longest_mC_run,star_first_position,token_rG_fraction,slash_mod_position_std,longest_mU_run,base_C_fraction,methyl_count_5p,mod_density_5p,base_U_fraction,token_rC_fraction,purine_fraction,longest_rG_run,base_G_count,slash_mod_last_position,base_C_count,longest_gc_run,slash_mod_first_position,modified_token_mean_position,max_gc_window_10,lna_count_3p,slash_mod_count,decorated_length,longest_slash_mod_run,base_G_fraction,slash_mod_density_5p,terminal_gc_count,longest_rC_run,unknown_char_count,unknown_char_fraction,terminal_star_count,token_lU_count,token_lU_fraction,longest_lU_run,lna_count_5p,lna_density_5p
methyl_mean_fraction,0.021413339228854848,0.021306842050065406,0.018354766264867987,0.016122721618589568,0.023463063798819708,0.23045655606551027,0.26725576890626934,0.19900990425655085,0.30570325664285747,0.3023523217840855,1.0,0.1089299631295309,0.7300233076747055,0.17392111839468677,0.4207903572782421,0.517419522379653,0.44915479205538833,0.3409601649732942,0.029487852613154533,0.017048438779051735,0.7250027295363816,0.10652606544011158,0.42429166855144634,0.21754906237629965,0.8970879548025549,0.16116181646863395,0.2735811839269105,0.35282486303393246,0.4086918915648195,0.054557807275074394,0.8201630978490124,0.07269142355045073,0.7318523286415051,0.3973755650420538,0.02471547968652051,0.11656539240247972,0.5292572479019185,0.2142872905842016,0.12337694336890452,0.6046648020073462,0.7435000522505727,0.0214368080674419,0.4880949694353265,0.5037262032550657,0.38605312353331755,0.18236034270978513,0.2656875358518985,0.006049399050288323,0.2365047112690312,0.380141310017525,0.14600220620675938,0.027219142245987076,0.08900377660882053,0.6606944298632548,0.229668570185226,0.004641570840506424,0.14728647258587485,0.17757007756102391,0.0851029929317601,0.19349031620476503,0.3704012945832394,0.22059481181667115,0.027788965859894297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rna_mean_position,0.018647769227773055,0.02704823263030566,0.009067012394436564,0.014384059038894158,0.04304748327955099,0.03978980382897348,0.38570787815345375,0.822133610833799,0.19676607724507322,0.11495778079786848,0.1089299631295309,1.0,0.11987456248265142,0.7300695230012546,0.43403920818195924,0.14448463841631837,0.6907081263322788,0.28590135747449447,0.06025611723689526,0.169073436454821,0.5877597482712992,0.8707643152450402,0.6193024618673332,0.2679102441732049,0.3126882084842275,0.7014958328181236,0.38410197519864164,0.3642721031758632,0.16684134753123017,0.8054418468726281,0.046876525404349174,0.02219966231845742,0.06840448837000687,0.020225833215895595,0.10482252164130557,0.013348608737806184,0.15003955159315446,0.0631190300614757,0.4448239058330077,0.04356809638321449,0.17705691636788845,0.27820771491346274,0.09436206412981114,0.27576682037460176,0.1115036974731835,0.4092159605396903,0.10803712028655718,0.27720951064661536,0.7500805912293186,0.12664862222609666,0.7222189718507315,0.2692807454115374,0.13841298087275938,0.43042495693871075,0.3225708046993907,0.03532289976553131,0.0533815128052118,0.8893451428005401,0.07681708081233775,0.23808757532000513,0.11344693653363158,0.09710589715889738,0.317927395603097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modified_token_mean_fraction,0.01473959298474762,0.014511707898591195,0.014568181745957838,0.012575135702738159,0.016363438823984517,0.49261842614989665,0.2676376362712665,0.1425129878073021,0.4442244884209968,0.4221631846805664,0.7300233076747055,0.11987456248265142,1.0,0.28090939878179144,0.36559564347252943,0.4008581289891755,0.6617346635055504,0.28763887494137697,0.02150370113883777,0.1450244738249919,0.5097510037806381,0.13430451673745333,0.47937080580290603,0.18293613613693877,0.6707550257037137,0.08485709682638441,0.33986817856383816,0.2916412106148531,0.2886673379864309,0.14704248998366493,0.6019155724662284,0.0756330118260085,0.5027120307769783,0.4854976766518223,0.0109415602587507,0.16018292372536677,0.41123221670064586,0.16804107536889343,0.0013567458578707572,0.053144340536164306,0.5670647561992241,0.10976804705120054,0.36425278756938656,0.3880343399083475,0.4669939040337296,0.06991742588674678,0.3758613415190812,0.0037721580613961927,0.31343671920880584,0.09776618918112055,0.2209203778208265,0.018003977224532418,0.0848801155189742,0.8262804974517549,0.32785866591988616,0.0025243156310118127,0.08321190296564888,0.23437458819800316,0.0830926154104695,0.2985521054863462,0.042233120666684554,0.15048338116486296,0.05433990518877266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
token_rU_count,0.008656190332940131,0.004257458489758096,0.0013646037161725714,0.002157079009422089,0.0005608720575880316,0.31972675090405256,0.23814278858097607,0.6726275406435596,0.2625037475335439,0.25930624143018133,0.17392111839468677,0.7300695230012546,0.28090939878179144,1.0,0.3785393941673422,0.17805357895503,0.7506209725165677,0.3619017865000633,0.03858176782521182,0.7223729170787091,0.6064503916953472,0.7830490681631074,0.8858791610250594,0.4071022850717185,0.32037038859331335,0.6611868463265116,0.029226233016939572,0.3708045791816355,0.004351855800443476,0.8102925916141165,0.027918348190486924,0.08481315247250426,0.03369434418802814,0.29122678747670994,0.21788400041073544,0.04173312500957498,0.1612477581857509,0.008604375207839769,0.6013336473271051,0.09440354591623976,0.16637669665749052,0.37372360397379445,0.25755788325289347,0.3505793736394452,0.4759473327352901,0.557848554861466,0.5531934412472896,0.3164944667784813,0.6998613331473551,0.10841478547601417,0.684397254113863,0.2555698086349643,0.061330780622257164,0.468022266155524,0.5020884617671434,0.0040844191936595465,0.04134388069021282,0.6635263488079203,0.004741098198540018,0.36770739646256084,0.055540561837017485,0.04668117559854676,0.41773831457649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mod_density_3p,0.03111854898284909,0.021937074639705307,0.019581239777377905,0.009791523515968136,0.013443828213547462,0.1937570623893729,0.8530240398473511,0.8460806052327927,0.1345868341807611,0.08710528842737325,0.4207903572782421,0.43403920818195924,0.36559564347252943,0.3785393941673422,1.0,0.7156082798093493,0.24044692765060066,0.8700090166481426,0.031228585147865254,0.4551576143744075,0.1552543564838661,0.38243875264696925,0.041244421312765615,0.671938820396649,0.44868106009315234,0.6630982507663461,0.3453257333474003,0.8609820805617562,0.2040827321761526,0.5242966427200946,0.34973176321632227,0.10003283870280462,0.20808934982806518,0.366494436179466,0.037215167148984596,0.02650448907222869,0.7434385462083931,0.037288278364316946,0.6771848936718426,0.17553493677750223,0.8014420329186263,0.1807060277076165,0.570779874606761,0.46200402343877833,0.1683710708803564,0.6230434100559586,0.007604414198679379,0.11502201445464222,0.09742228561715886,0.09195435564149632,0.16954911164696101,0.08455783035088149,0.048968901969750074,0.38378768635542876,0.07108449787915386,0.0033234231018759797,0.03733384325886759,0.08496770174400532,0.025945350783746907,0.04582344374450677,0.09877315321233578,0.15442161133329407,0.19186571689579038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
longest_mG_run,0.06969481043049718,0.04973919408302437,0.037279673119890215,0.014436496701540243,0.040893090115351645,0.06309721328996536,0.5735795527320772,0.5273120643750148,0.158923643928278,0.1883627066580948,0.517419522379653,0.14448463841631837,0.4008581289891755,0.17805357895503,0.7156082798093493,1.0,0.016461892568922915,0.6778275051339163,0.0045652176392928095,0.35346660690912296,0.10655690204762068,0.19859341879745696,0.13928239328768297,0.6003985223425058,0.5549675510901824,0.49436304241257883,0.3489912185238484,0.6225080355901199,0.2422861571067294,0.21527990223810758,0.3945103561132383,0.0763100726364499,0.36619518088313374,0.4329074846558358,0.05324274542645816,0.019261115324509814,0.6147371010474557,0.014117241449745986,0.39532185718739105,0.2643014022596826,0.6956572390847213,0.035426045159428474,0.5880057327475243,0.48474611088183434,0.10594736732223238,0.3384486932217735,0.09210878719560661,0.07991572179283309,0.18877020869645467,0.11301482830126877,0.08818417033254161,0.0896445170793005,0.1116283818104353,0.4523669852930925,0.12933292324341608,0.03135953750636755,0.02828940754268071,0.09263891548246345,0.010933457959193356,0.2218487573344943,0.14575189830476878,0.07790147377905193,0.014396968330119718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modified_token_position_std,0.016999029830992177,0.011437226429954287,0.0035707690923521725,0.0006639192119085045,0.008461772850611204,0.3397197351275084,0.18041702077201327,0.5515898979258818,0.2348642493247612,0.2423178223632059,0.44915479205538833,0.6907081263322788,0.6617346635055504,0.7506209725165677,0.24044692765060066,0.016461892568922915,1.0,0.24316150288317304,0.006982153623652977,0.4032572970908784,0.7940662901905833,0.718831559125549,0.7049944658788216,0.308163080689483,0.5441423197742113,0.5625765752008053,0.03126027676135158,0.22973803783413432,0.17365599696843104,0.7116450141781763,0.28221831431199235,0.02132259967619022,0.27395816506212456,0.23091009432278392,0.16168430250751017,0.04419259221089488,0.02092091240119537,0.015274753079644347,0.4773948979194014,0.12776419407897907,0.059994753629001175,0.2733230618057475,0.06239149959591593,0.12326306283021476,0.2820523322386812,0.3848749553796938,0.36151640359875375,0.19518668642930065,0.659079554756305,0.13647865118536037,0.5869754121620154,0.1807155472391415,0.06543052395039646,0.753080489737233,0.448813301250611,0.01030509441506264,0.005873899199460408,0.638045562976042,0.016875049032726908,0.3617704040402414,0.059948506872228365,0.044353229723656816,0.2868539268147253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
token_mC_count,0.030632668710538102,0.02649851104232536,0.010161294727912403,0.003483365081945718,0.043676498999589905,0.15037992726196694,0.7324170920530947,0.7074889472600774,0.10557103862928578,0.07574218571772079,0.3409601649732942,0.28590135747449447,0.28763887494137697,0.3619017865000633,0.8700090166481426,0.6778275051339163,0.24316150288317304,1.0,0.0015018629953780097,0.503908721756469,0.17674583661186147,0.3965820179091008,0.029988852333736226,0.8310606570052161,0.41988309118931055,0.6689799025193781,0.3183691308301106,0.7271444380764921,0.17719106555178737,0.4560197255995527,0.2714956884616173,0.23827608697573796,0.17315285697728303,0.37282645134699055,0.003557784240500733,0.010903935542919619,0.8178263993505701,0.005975898963670572,0.6448109835932694,0.13968590487157206,0.7517629353969746,0.020250266156556083,0.7570123168772726,0.5223015046518383,0.03797959826495785,0.5327540415986669,0.011611243744757914,0.05737658416892374,0.010599730784990956,0.01473585203312458,0.0022972163963415715,0.010098331720400124,0.1634903059352174,0.3782309589793393,0.01913186647320192,0.07180364973679314,0.18048673689668204,0.04716866893168572,0.15098575269528944,0.02857784486046519,0.05122795526464705,0.016082633669819886,0.12218236477140432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
slash_mod_density_middle,0.08290930755349471,0.06269765434708258,0.06409599795113119,0.044300362950198305,0.053672243425322085,0.051114514732258455,0.05771272633441994,0.04680263290201741,0.001775212167102692,0.04456468385504473,0.029487852613154533,0.06025611723689526,0.02150370113883777,0.03858176782521182,0.031228585147865254,0.0045652176392928095,0.006982153623652977,0.0015018629953780097,1.0,0.0097251054806209,0.048063853086350854,0.021570016170181814,0.04747945830208004,0.13064105610755858,0.034776501140187134,0.08224610378244261,0.07351129619894728,0.012916238999166345,0.06255221754651469,0.060614253743978656,0.005685062307265959,0.007911885889593169,0.008780511577142614,0.0970369628950463,0.023328989486997007,0.0016448155820352388,0.0422715172363903,0.00110764019603421,0.03956166843398596,0.0018441379070689805,0.0015814524397606837,0.12626133349237423,0.05291376424909824,0.05188371585458325,0.049069207061357756,0.07830012160216476,0.1140325091348054,0.11831948647497396,0.05503849324630379,0.1783249614027866,0.09940435015798287,0.10473232076494961,0.2539060035162952,0.03467393539536144,0.08937027819240545,0.002034970910159864,0.3968109229801173,0.09188682416551246,0.38665706788829524,0.06718583556892586,0.006957994981496017,0.04977477127990455,0.13935641901480234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
token_rU_fraction,0.03416739677132806,0.03215171078204713,0.017563055475586606,0.013998028018230874,0.03517082187302044,0.42539271310631516,0.3227178683171709,0.3995619896301249,0.47247811475456414,0.4433670152431611,0.017048438779051735,0.169073436454821,0.1450244738249919,0.7223729170787091,0.4551576143744075,0.35346660690912296,0.4032572970908784,0.503908721756469,0.0097251054806209,1.0,0.2932178866509909,0.29601097236721735,0.5278707428730025,0.5175475121422491,0.040324618065927804,0.4059756477066806,0.2754231037348761,0.4473112747263496,0.15177903853209812,0.4499009399498506,0.021821940095647672,0.14757133777033432,0.07573021938688729,0.2852875564506372,0.15218703726114333,0.03352953673284889,0.336213613700939,0.03005186108663366,0.588599815609164,0.12415165880357236,0.34040351456344026,0.2701446831027078,0.4164445958122534,0.3300866782743619,0.7234032907058535,0.5325368282598163,0.6472731540297283,0.16137409776800601,0.20777737790341688,0.042859441402730535,0.23990326148683194,0.09597769206760116,0.06437639278260025,0.05525565882106279,0.359344525106578,0.021921711754704754,0.09276180346134527,0.030417988057663985,0.07029404214912267,0.25958203137656266,0.12282363983742944,0.11695097875545468,0.29188172887604247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
methyl_position_std,0.005364251376480107,0.012004550274567111,0.013419020259141948,0.01861993098331637,0.016500869393132528,0.145042676879918,0.16641198939123814,0.42431824221690295,0.16745593960709781,0.19624401957404544,0.7250027295363816,0.5877597482712992,0.5097510037806381,0.6064503916953472,0.1552543564838661,0.10655690204762068,0.7940662901905833,0.17674583661186147,0.048063853086350854,0.2932178866509909,1.0,0.602174181580047,0.6217065317766701,0.2500658905287028,0.7562976823207664,0.40598363500961754,0.0006272354750698583,0.13609204964125454,0.3006545021436644,0.5684533281886778,0.5174346481496325,0.13056387171189412,0.5326214372137351,0.21590359859583713,0.09091051214374123,0.03395705264211449,0.11085478136044197,0.017242764596647708,0.3524251153808856,0.47692896360196996,0.2563387840778164,0.20591320052588838,0.08330080207231956,0.05544216814603323,0.28822206009953794,0.2735157161360856,0.3217433983946383,0.1903007724260581,0.5311274880230212,0.28431324858631096,0.4679175867834687,0.1793809934718476,0.09577699242905127,0.603690929489672,0.3661974276180468,0.01107069680952674,0.16821210504195708,0.49787936954901457,0.09167176833108712,0.2872462611688501,0.32565441815149504,0.12809303385501436,0.25415134564513137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rna_count_middle,0.057130288852218734,0.0488837382429013,0.028792578874020733,0.016902011337097168,0.05398472685754514,0.03765994531034618,0.2040163051959983,0.7686821910045434,0.20565871215825013,0.15343162964657223,0.10652606544011158,0.8707643152450402,0.13430451673745333,0.7830490681631074,0.38243875264696925,0.19859341879745696,0.718831559125549,0.3965820179091008,0.021570016170181814,0.29601097236721735,0.602174181580047,1.0,0.6269026839227317,0.5302307896053919,0.31359115637199997,0.8237577903777283,0.43813902889556977,0.402496042966896,0.07721480784417664,0.8140888727455037,0.0653089928563402,0.08979020657349608,0.021615170553782554,0.10869156934717673,0.24546401866938702,0.017011006348320742,0.2065722006241007,0.04475117679328802,0.5022542263809218,0.05496745459822317,0.22527785365729502,0.17656315484583268,0.32792537653591597,0.45136219601388544,0.05238983517744243,0.42551470717366996,0.08054854754461066,0.24187890770965323,0.6914776737314217,0.06164497547681187,0.6232006728599644,0.19220848957688985,0.036574147437940525,0.43323902350056687,0.25466474080306206,0.049956907197257205,0.09228360847014704,0.827454418081914,0.035923451031013534,0.19558411999208147,0.14917322339490965,0.016187217693550197,0.29538278858331013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
base_U_count,0.04676461993352741,0.04431668816324124,0.03298115414498476,0.028661955714995357,0.04832753818508664,0.40346114615645046,0.08411851811965657,0.34024063608912375,0.34392237282921884,0.32403767916807985,0.42429166855144634,0.6193024618673332,0.47937080580290603,0.8858791610250594,0.041244421312765615,0.13928239328768297,0.7049944658788216,0.029988852333736226,0.04747945830208004,0.5278707428730025,0.6217065317766701,0.6269026839227317,1.0,0.062105375993858424,0.5848178178730679,0.3624337324189238,0.21479155834769895,0.023677389564751475,0.20802948565839505,0.6249428276167689,0.2250103292275717,0.02862208209713533,0.16759963548267823,0.5130953172382103,0.24591735355717995,0.05842973427521118,0.1844349236827798,0.0064515670644704655,0.31550214263768644,0.030705431431574885,0.23716397605426015,0.33804619034016326,0.055643342620792666,0.11734543152167724,0.6159028109357596,0.2993089870221906,0.621283943857678,0.2986108383358238,0.7145268691794264,0.06185970937295215,0.6780365688243377,0.25395737626913817,0.12383890490133295,0.6886158385294844,0.5265216091817977,0.013329308222590909,0.007987335285232551,0.6810246171249865,0.02010177291250517,0.37309848926718897,0.12400476118448528,0.16316141105593865,0.36293800318156666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mod_density_middle,0.1531723440184806,0.1449516805296932,0.08847890733550526,0.06783698887428781,0.16561802232102035,0.011466872217049014,0.5668323140765953,0.5746265759196492,0.08032226431068867,0.07701468788715406,0.21754906237629965,0.2679102441732049,0.18293613613693877,0.4071022850717185,0.671938820396649,0.6003985223425058,0.308163080689483,0.8310606570052161,0.13064105610755858,0.5175475121422491,0.2500658905287028,0.5302307896053919,0.062105375993858424,1.0,0.23979570953285428,0.6999988799317145,0.3191192242779468,0.6087843443806009,0.1313743486694403,0.4455049071159117,0.22060480549482678,0.28337573275600264,0.1858014320847251,0.3474277047074531,0.13183903468517594,0.007280699035939333,0.6235473561660761,0.005522376791934579,0.5905715184157604,0.0693231579375096,0.6498627703989855,0.01582253776667422,0.7679114696772112,0.5992781269844351,0.004142829914723192,0.46115779287825936,0.007578283806961502,0.056984446578340016,0.05502663737434313,0.10292705527599535,0.035410532754437785,0.034755342698523504,0.21251093167857307,0.21040193347005334,0.008683271385177488,0.11255748445011882,0.29971266602689545,0.0052308721398235045,0.2277147008397397,0.01953700772221837,0.025739094424890287,0.02699923641727896,0.10458095497992069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
methyl_mean_position,0.036065554381159194,0.03546749886871178,0.02979711551526108,0.026198075807725717,0.040388630987422805,0.20834059241144098,0.3695552972522338,0.09940234313013918,0.21911074143228848,0.2218110847603735,0.8970879548025549,0.3126882084842275,0.6707550257037137,0.32037038859331335,0.44868106009315234,0.5549675510901824,0.5441423197742113,0.41988309118931055,0.034776501140187134,0.040324618065927804,0.7562976823207664,0.31359115637199997,0.5848178178730679,0.23979570953285428,1.0,0.037581731272037615,0.195794916339985,0.3521493333564326,0.35627479153020636,0.2234357723455981,0.6612518986098292,0.007576193367433013,0.5302042351190343,0.4165227395248653,0.13468277317723876,0.11688953859005644,0.5679112726337562,0.18451922104985582,0.0818945395933507,0.5188896857756838,0.7109237576753146,0.1301416232261979,0.44352930168912286,0.28352280073197567,0.3006549770274597,0.09747506614968876,0.2806222090039493,0.14361260644531235,0.4700541514543409,0.27120920761909356,0.39056382053268074,0.1486235107209429,0.15566847326619798,0.8311774328102186,0.3205886445964346,0.011877622006813098,0.06844429608898382,0.4613239970908319,0.012366630991164581,0.247976906265783,0.3070926478472655,0.17378118470015647,0.13724937177934138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
longest_rna_run,0.05892184769857872,0.05900750729634632,0.042468429093536646,0.037013911750563906,0.06599509624384395,0.07691824185306112,0.4442467677898682,0.8425459933181373,0.17284821475809792,0.2063061992180119,0.16116181646863395,0.7014958328181236,0.08485709682638441,0.6611868463265116,0.6630982507663461,0.49436304241257883,0.5625765752008053,0.6689799025193781,0.08224610378244261,0.4059756477066806,0.40598363500961754,0.8237577903777283,0.3624337324189238,0.6999988799317145,0.037581731272037615,1.0,0.5588772401639567,0.6435762246035728,0.1726717888155501,0.6756097998168037,0.20613282967504085,0.1927718611336131,0.20779783596115783,0.3662447152265149,0.2685585793092539,0.0020937480657082126,0.5263220878660838,0.03537292362406131,0.5455952413757826,0.16959713326347764,0.5323085659679938,0.020013764820040185,0.5930277730563711,0.6073967378431797,0.10892678374037122,0.43311464771321373,0.05803225987780727,0.039164645377252436,0.38774923419507384,0.0022889289297446775,0.3429814805752743,0.050699564157783025,0.17786342883796977,0.09335219682161137,0.08870053023333198,0.02916459740043447,0.18275745179129102,0.5319474078953231,0.16623143082582362,0.008707837099213876,0.03872120457107704,0.025212091023422766,0.1415573223801788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
token_rA_count,0.02464912898077953,0.028323185625570704,0.015303194119478801,0.013030193079045517,0.0294425227451724,0.23861522544889704,0.1839780830010357,0.4652751125447463,0.8056659838285294,0.8067437395855211,0.2735811839269105,0.38410197519864164,0.33986817856383816,0.029226233016939572,0.3453257333474003,0.3489912185238484,0.03126027676135158,0.3183691308301106,0.07351129619894728,0.2754231037348761,0.0006272354750698583,0.43813902889556977,0.21479155834769895,0.3191192242779468,0.195794916339985,0.5588772401639567,1.0,0.38773522985766146,0.22830825559143714,0.026691516729321987,0.2522232717317922,0.07087174318761547,0.2792756237696921,0.8900594618961937,0.19056485561551426,0.04156632956168649,0.3654609214418373,0.04673695719217966,0.14833251776099615,0.05779685814247994,0.349788261218627,0.562069888762981,0.3215225205253295,0.39059099160237537,0.6144950889772252,0.24185770893754938,0.7659152173222357,0.34087406261262665,0.15762686681350996,0.06589260258963006,0.22207454993744888,0.27281543816581155,0.15599765672354088,0.1820340286245663,0.579675103932962,0.010000498811804757,0.10180746753516375,0.3275718180564456,0.10473577775028982,0.593361016275803,0.08757952719638729,0.035738492498256995,0.30240949849028476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
